Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,,,Point Format,Y
Horizontal Units,S,,,,,Horizontal Units,Hz
Horizontal Scale,781250,,,,,Horizontal Scale,781250
Sample Interval,78.125,,,,,Sample Interval,1562.5
Filter Frequency,7e+07,,,,,Filter Frequency,7e+07
Record Length,100000,,,,,Record Length,5000
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,,10,,,Probe Attenuation,1
Vertical Units,V,,V,,,Vertical Units,NONE
Vertical Offset,0,,0,,,Vertical Offset,0
Vertical Scale,2,,2,,,Vertical Scale,20
Label,,,,,,Label,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,TIME,MATH
3.41375e+06,-2.36,-2.36,-2,-2.08,,,
3.41383e+06,-2.36,-2.36,-2,-2,,,
3.41391e+06,-2.36,-2.36,-2,-2.08,,,
3.41398e+06,-2.36,-2.36,-2.08,-2,,,
3.41406e+06,-2.36,-2.36,-2,-2,,,
3.41414e+06,-2.36,-2.36,-2,-2,,,
3.41422e+06,-2.36,-2.36,-2,-2.08,,,
3.41430e+06,-2.36,-2.36,-2,-2,,,
3.41437e+06,-2.36,-2.36,-2,-2.08,,,
3.41445e+06,-2.36,-2.36,-2,-2,,,
3.41453e+06,-2.36,-2.36,-2,-2.08,,,
3.41461e+06,-2.36,-2.36,-2,-2,,,
3.41469e+06,-2.36,-2.44,-2,-2.08,,,
3.41477e+06,-2.36,-2.36,-2,-2,,,
3.41484e+06,-2.36,-2.36,-2,-2.08,,,
3.41492e+06,-2.36,-2.36,-2,-2,,,
3.41500e+06,-2.36,-2.36,-2,-2.08,,,
3.41508e+06,-2.36,-2.36,-2,-2,,,
3.41516e+06,-2.36,-2.44,-2,-2,,,
3.41523e+06,-2.36,-2.36,-2,-2,,,
3.41531e+06,-2.36,-2.36,-2.08,-2.08,,,
3.41539e+06,-2.36,-2.36,-2.08,-2,,,
3.41547e+06,-2.36,-2.44,-2,-2.08,,,
3.41555e+06,-2.36,-2.36,-2,-2,,,
3.41562e+06,-2.36,-2.36,-2,-2,,,
3.41570e+06,-2.36,-2.36,-2,-2,,,
3.41578e+06,-2.36,-2.36,-2.08,-2.08,,,
3.41586e+06,-2.36,-2.36,-2,-2,,,
3.41594e+06,-2.36,-2.44,-2,-2.08,,,
3.41602e+06,-2.36,-2.36,-2,-2,,,
3.41609e+06,-2.36,-2.44,-2,-2.08,,,
3.41617e+06,-2.36,-2.36,-2,-2,,,
3.41625e+06,-2.36,-2.36,-2,-2.08,,,
3.41633e+06,-2.36,-2.36,-2,-2,,,
3.41641e+06,-2.36,-2.36,-2,-2,,,
3.41648e+06,-2.36,-2.36,-2,-2,,,
3.41656e+06,-2.36,-2.36,-2,-2.08,,,
3.41664e+06,-2.36,-2.36,-2,-2,,,
3.41672e+06,-2.36,-2.44,-2,-2.08,,,
3.41680e+06,-2.36,-2.36,-2,-2,,,
3.41687e+06,-2.36,-2.44,-2,-2.08,,,
3.41695e+06,-2.44,-2.36,-2,-2,,,
3.41703e+06,-2.44,-2.44,-2,-2.08,,,
3.41711e+06,-2.36,-2.36,-2.08,-2,,,
3.41719e+06,-2.36,-2.36,-2,-2.08,,,
3.41727e+06,-2.36,-2.36,-2,-2,,,
3.41734e+06,-2.36,-2.44,-2,-2.08,,,
3.41742e+06,-2.36,-2.36,-2,-2,,,
3.41750e+06,-2.36,-2.44,-2,-2.08,,,
3.41758e+06,-2.36,-2.36,-2,-2,,,
3.41766e+06,-2.36,-2.44,-2,-2.08,,,
3.41773e+06,-2.36,-2.36,-2,-2,,,
3.41781e+06,-2.36,-2.44,-2,-2.08,,,
3.41789e+06,-2.36,-2.36,-2,-2,,,
3.41797e+06,-2.36,-2.44,-2,-2.08,,,
3.41805e+06,-2.44,-2.36,-2,-2,,,
3.41812e+06,-2.36,-2.44,-2,-2.08,,,
3.41820e+06,-2.36,-2.36,-2,-2,,,
3.41828e+06,-2.44,-2.44,-2,-2.08,,,
3.41836e+06,-2.36,-2.36,-2,-2,,,
3.41844e+06,-2.36,-2.44,-2,-2.08,,,
3.41852e+06,-2.36,-2.36,-2,-2,,,
3.41859e+06,-2.36,-2.44,-2,-2,,,
3.41867e+06,-2.44,-2.36,-2,-2,,,
3.41875e+06,-2.44,-2.44,-2,-2.08,,,
3.41883e+06,-2.36,-2.36,-2,-2,,,
3.41891e+06,-2.36,-2.44,-2,-2.08,,,
3.41898e+06,-2.36,-2.36,-2,-2,,,
3.41906e+06,-2.36,-2.44,-2,-2.08,,,
3.41914e+06,-2.36,-2.36,-2,-2,,,
3.41922e+06,-2.36,-2.44,-2,-2.08,,,
3.41930e+06,-2.44,-2.36,-2,-2,,,
3.41937e+06,-2.44,-2.44,-2.08,-2.08,,,
3.41945e+06,-2.44,-2.36,-2,-2,,,
3.41953e+06,-2.44,-2.44,-2,-2.08,,,
3.41961e+06,-2.44,-2.36,-2,-2,,,
3.41969e+06,-2.44,-2.44,-2,-2.08,,,
3.41977e+06,-2.44,-2.44,-2,-2,,,
3.41984e+06,-2.44,-2.44,-2,-2.08,,,
3.41992e+06,-2.44,-2.44,-2,-2,,,
3.42000e+06,-2.44,-2.44,-2,-2.08,,,
3.42008e+06,-2.36,-2.36,-2.08,-2,,,
3.42016e+06,-2.44,-2.44,-2,-2.08,,,
3.42023e+06,-2.44,-2.36,-2,-2,,,
3.42031e+06,-2.44,-2.44,-2,-2.08,,,
3.42039e+06,-2.44,-2.44,-2,-2,,,
3.42047e+06,-2.44,-2.44,-2,-2.08,,,
3.42055e+06,-2.36,-2.36,-2,-2,,,
3.42062e+06,-2.44,-2.44,-2,-2.08,,,
3.42070e+06,-2.36,-2.36,-2,-2,,,
3.42078e+06,-2.36,-2.44,-2,-2.08,,,
3.42086e+06,-2.44,-2.36,-2,-2,,,
3.42094e+06,-2.44,-2.44,-2,-2.08,,,
3.42102e+06,-2.44,-2.44,-2,-2,,,
3.42109e+06,-2.44,-2.44,-2,-2.08,,,
3.42117e+06,-2.44,-2.44,-2,-2,,,
3.42125e+06,-2.44,-2.44,-2,-2.08,,,
3.42133e+06,-2.44,-2.44,-2,-2,,,
3.42141e+06,-2.44,-2.44,-2,-2.08,,,
3.42148e+06,-2.44,-2.44,-2,-2,,,
3.42156e+06,-2.36,-2.44,-2,-2.08,,,
3.42164e+06,-2.44,-2.36,-2,-2,,,
3.42172e+06,-2.44,-2.44,-2,-2.08,,,
3.42180e+06,-2.44,-2.44,-2,-2,,,
3.42187e+06,-2.44,-2.44,-2,-2.08,,,
3.42195e+06,-2.44,-2.44,-2,-2,,,
3.42203e+06,-2.44,-2.44,-2,-2.08,,,
3.42211e+06,-2.44,-2.44,-2,-2,,,
3.42219e+06,-2.44,-2.44,-2.08,-2.08,,,
3.42227e+06,-2.44,-2.44,-2,-2,,,
3.42234e+06,-2.36,-2.44,-2,-2,,,
3.42242e+06,-2.44,-2.36,-2,-2,,,
3.42250e+06,-2.44,-2.44,-2,-2.08,,,
3.42258e+06,-2.44,-2.44,-2,-2,,,
3.42266e+06,-2.44,-2.44,-2,-2.08,,,
3.42273e+06,-2.44,-2.44,-2,-2,,,
3.42281e+06,-2.44,-2.44,-2,-2.08,,,
3.42289e+06,-2.44,-2.44,-2,-2,,,
3.42297e+06,-2.44,-2.44,-2,-2.08,,,
3.42305e+06,-2.44,-2.44,-2,-2,,,
3.42312e+06,-2.44,-2.52,-2,-2,,,
3.42320e+06,-2.44,-2.44,-2,-2,,,
3.42328e+06,-2.44,-2.44,-2,-2.08,,,
3.42336e+06,-2.44,-2.44,-2.08,-2,,,
3.42344e+06,-2.44,-2.44,-2,-2.08,,,
3.42352e+06,-2.44,-2.44,-2,-2,,,
3.42359e+06,-2.44,-2.44,-2,-2.08,,,
3.42367e+06,-2.36,-2.36,-2,-2,,,
3.42375e+06,-2.44,-2.44,-2,-2.08,,,
3.42383e+06,-2.44,-2.44,-2,-2,,,
3.42391e+06,-2.44,-2.44,-2,-2.08,,,
3.42398e+06,-2.44,-2.44,-2,-2,,,
3.42406e+06,-2.44,-2.44,-2,-2.08,,,
3.42414e+06,-2.44,-2.44,-2,-2,,,
3.42422e+06,-2.44,-2.44,-2.08,-2.08,,,
3.42430e+06,-2.44,-2.44,-2,-2,,,
3.42437e+06,-2.44,-2.44,-2,-2.08,,,
3.42445e+06,-2.44,-2.44,-2,-2,,,
3.42453e+06,-2.44,-2.52,-2,-2.08,,,
3.42461e+06,-2.52,-2.44,-2,-2,,,
3.42469e+06,-2.44,-2.52,-2,-2,,,
3.42477e+06,-2.44,-2.44,-2,-2,,,
3.42484e+06,-2.44,-2.44,-2,-2,,,
3.42492e+06,-2.44,-2.44,-2,-2,,,
3.42500e+06,-2.44,-2.44,-2,-2,,,
3.42508e+06,-2.44,-2.44,-2,-2,,,
3.42516e+06,-2.44,-2.44,-2,-2,,,
3.42523e+06,-2.44,-2.44,-2,-2,,,
3.42531e+06,-2.44,-2.44,-2,-2.08,,,
3.42539e+06,-2.44,-2.44,-2,-2,,,
3.42547e+06,-2.44,-2.44,-2,-2.08,,,
3.42555e+06,-2.44,-2.44,-2,-2,,,
3.42562e+06,-2.44,-2.44,-2,-2,,,
3.42570e+06,-2.44,-2.44,-2,-2,,,
3.42578e+06,-2.44,-2.44,-2,-2.08,,,
3.42586e+06,-2.44,-2.44,-2,-2,,,
3.42594e+06,-2.44,-2.44,-2,-2,,,
3.42602e+06,-2.44,-2.44,-2,-2,,,
3.42609e+06,-2.44,-2.44,-2,-2.08,,,
3.42617e+06,-2.44,-2.44,-2,-2,,,
3.42625e+06,-2.44,-2.44,-2,-2.08,,,
3.42633e+06,-2.44,-2.44,-2,-2,,,
3.42641e+06,-2.44,-2.44,-2,-2.08,,,
3.42648e+06,-2.44,-2.44,-2,-2,,,
3.42656e+06,-2.44,-2.52,-2,-2.08,,,
3.42664e+06,-2.44,-2.44,-2,-2,,,
3.42672e+06,-2.44,-2.52,-2,-2.08,,,
3.42680e+06,-2.52,-2.44,-2,-2,,,
3.42687e+06,-2.52,-2.52,-2,-2.08,,,
3.42695e+06,-2.44,-2.44,-2,-2,,,
3.42703e+06,-2.44,-2.52,-2,-2,,,
3.42711e+06,-2.52,-2.44,-2,-2,,,
3.42719e+06,-2.52,-2.52,-2,-2.08,,,
3.42727e+06,-2.52,-2.44,-2,-2,,,
3.42734e+06,-2.44,-2.44,-2,-2.08,,,
3.42742e+06,-2.44,-2.44,-2.08,-2,,,
3.42750e+06,-2.44,-2.52,-2,-2.08,,,
3.42758e+06,-2.52,-2.44,-2,-2,,,
3.42766e+06,-2.52,-2.52,-2,-2.08,,,
3.42773e+06,-2.44,-2.44,-2,-2,,,
3.42781e+06,-2.44,-2.44,-2,-2.08,,,
3.42789e+06,-2.44,-2.44,-2.08,-2,,,
3.42797e+06,-2.44,-2.52,-2.08,-2.08,,,
3.42805e+06,-2.44,-2.44,-2,-2,,,
3.42812e+06,-2.44,-2.52,-2,-2.08,,,
3.42820e+06,-2.44,-2.44,-2,-2,,,
3.42828e+06,-2.52,-2.52,-2,-2.08,,,
3.42836e+06,-2.44,-2.44,-2,-2,,,
3.42844e+06,-2.52,-2.52,-2,-2.08,,,
3.42852e+06,-2.44,-2.44,-2,-2,,,
3.42859e+06,-2.44,-2.52,-2,-2.08,,,
3.42867e+06,-2.44,-2.44,-2,-2,,,
3.42875e+06,-2.44,-2.52,-2,-2.08,,,
3.42883e+06,-2.52,-2.44,-2,-2,,,
3.42891e+06,-2.52,-2.52,-2,-2.08,,,
3.42898e+06,-2.52,-2.44,-2,-2,,,
3.42906e+06,-2.52,-2.52,-2,-2.08,,,
3.42914e+06,-2.52,-2.44,-2,-2,,,
3.42922e+06,-2.44,-2.52,-2,-2.08,,,
3.42930e+06,-2.52,-2.44,-2.08,-2,,,
3.42937e+06,-2.52,-2.52,-2,-2.08,,,
3.42945e+06,-2.52,-2.52,-2,-2,,,
3.42953e+06,-2.52,-2.52,-2,-2.08,,,
3.42961e+06,-2.52,-2.52,-2,-2,,,
3.42969e+06,-2.52,-2.52,-2,-2.08,,,
3.42977e+06,-2.52,-2.52,-2.08,-2,,,
3.42984e+06,-2.52,-2.52,-2.08,-2.08,,,
3.42992e+06,-2.52,-2.52,-2.08,-2,,,
3.43000e+06,-2.52,-2.52,-2,-2.08,,,
3.43008e+06,-2.52,-2.52,-2,-2,,,
3.43016e+06,-2.52,-2.52,-2,-2.08,,,
3.43023e+06,-2.52,-2.44,-2,-2,,,
3.43031e+06,-2.52,-2.52,-2,-2.08,,,
3.43039e+06,-2.52,-2.44,-2,-2,,,
3.43047e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43055e+06,-2.52,-2.52,-2,-2,,,
3.43062e+06,-2.52,-2.52,-2,-2.08,,,
3.43070e+06,-2.52,-2.44,-2,-2,,,
3.43078e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43086e+06,-2.52,-2.44,-2,-2,,,
3.43094e+06,-2.52,-2.52,-2,-2.08,,,
3.43102e+06,-2.52,-2.52,-2,-2,,,
3.43109e+06,-2.52,-2.52,-2,-2.08,,,
3.43117e+06,-2.52,-2.44,-2,-2,,,
3.43125e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43133e+06,-2.52,-2.52,-2,-2,,,
3.43141e+06,-2.52,-2.52,-2,-2.08,,,
3.43148e+06,-2.52,-2.52,-2,-2,,,
3.43156e+06,-2.52,-2.52,-2,-2.08,,,
3.43164e+06,-2.52,-2.44,-2,-2,,,
3.43172e+06,-2.52,-2.52,-2,-2.08,,,
3.43180e+06,-2.52,-2.52,-2,-2,,,
3.43187e+06,-2.52,-2.52,-2,-2.08,,,
3.43195e+06,-2.52,-2.44,-2,-2,,,
3.43203e+06,-2.52,-2.52,-2,-2.08,,,
3.43211e+06,-2.52,-2.52,-2,-2,,,
3.43219e+06,-2.52,-2.52,-2,-2.08,,,
3.43227e+06,-2.52,-2.52,-2,-2,,,
3.43234e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43242e+06,-2.52,-2.52,-2,-2,,,
3.43250e+06,-2.52,-2.52,-2,-2.08,,,
3.43258e+06,-2.52,-2.52,-2,-2,,,
3.43266e+06,-2.52,-2.52,-2,-2.08,,,
3.43273e+06,-2.52,-2.52,-2,-2,,,
3.43281e+06,-2.52,-2.52,-2,-2.08,,,
3.43289e+06,-2.52,-2.44,-2,-2,,,
3.43297e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43305e+06,-2.52,-2.44,-2,-2,,,
3.43312e+06,-2.52,-2.52,-2,-2.08,,,
3.43320e+06,-2.52,-2.52,-2,-2,,,
3.43328e+06,-2.52,-2.52,-2,-2.08,,,
3.43336e+06,-2.52,-2.44,-2,-2,,,
3.43344e+06,-2.52,-2.52,-2,-2,,,
3.43352e+06,-2.52,-2.44,-2,-2,,,
3.43359e+06,-2.52,-2.52,-2,-2,,,
3.43367e+06,-2.52,-2.52,-2,-2,,,
3.43375e+06,-2.52,-2.52,-2,-2.08,,,
3.43383e+06,-2.52,-2.52,-2,-2,,,
3.43391e+06,-2.52,-2.52,-2,-2.08,,,
3.43398e+06,-2.52,-2.52,-2,-2,,,
3.43406e+06,-2.52,-2.52,-2,-2.08,,,
3.43414e+06,-2.52,-2.52,-2,-2,,,
3.43422e+06,-2.52,-2.52,-2,-2.08,,,
3.43430e+06,-2.52,-2.52,-2,-2,,,
3.43437e+06,-2.52,-2.52,-2,-2.08,,,
3.43445e+06,-2.52,-2.52,-2,-2,,,
3.43453e+06,-2.52,-2.52,-2,-2,,,
3.43461e+06,-2.52,-2.52,-2,-2,,,
3.43469e+06,-2.52,-2.52,-2,-2,,,
3.43477e+06,-2.52,-2.52,-2,-2,,,
3.43484e+06,-2.52,-2.52,-2,-2,,,
3.43492e+06,-2.52,-2.52,-2,-2,,,
3.43500e+06,-2.52,-2.52,-2,-2.08,,,
3.43508e+06,-2.52,-2.52,-2,-2,,,
3.43516e+06,-2.52,-2.6,-2,-2.08,,,
3.43523e+06,-2.52,-2.52,-2,-2,,,
3.43531e+06,-2.52,-2.6,-2,-2.08,,,
3.43539e+06,-2.52,-2.52,-2.08,-2,,,
3.43547e+06,-2.52,-2.52,-2,-2.08,,,
3.43555e+06,-2.52,-2.52,-2,-2,,,
3.43562e+06,-2.52,-2.52,-2,-2.08,,,
3.43570e+06,-2.52,-2.52,-2,-2,,,
3.43578e+06,-2.52,-2.52,-2,-2,,,
3.43586e+06,-2.52,-2.52,-2,-2,,,
3.43594e+06,-2.52,-2.52,-2,-2.08,,,
3.43602e+06,-2.52,-2.52,-2,-2,,,
3.43609e+06,-2.52,-2.52,-2,-2.08,,,
3.43617e+06,-2.52,-2.52,-2,-2,,,
3.43625e+06,-2.52,-2.52,-2,-2.08,,,
3.43633e+06,-2.52,-2.52,-2,-2,,,
3.43641e+06,-2.52,-2.52,-2,-2.08,,,
3.43648e+06,-2.52,-2.52,-2.08,-2,,,
3.43656e+06,-2.52,-2.52,-2,-2.08,,,
3.43664e+06,-2.52,-2.52,-2,-2,,,
3.43672e+06,-2.52,-2.52,-2,-2.08,,,
3.43680e+06,-2.52,-2.52,-2.08,-2,,,
3.43687e+06,-2.52,-2.52,-2,-2.08,,,
3.43695e+06,-2.52,-2.52,-2,-2,,,
3.43703e+06,-2.52,-2.52,-2,-2.08,,,
3.43711e+06,-2.52,-2.52,-2,-2,,,
3.43719e+06,-2.52,-2.52,-2.08,-2.08,,,
3.43727e+06,-2.52,-2.52,-2.08,-2,,,
3.43734e+06,-2.52,-2.52,-2,-2.08,,,
3.43742e+06,-2.52,-2.52,-2,-2,,,
3.43750e+06,-2.52,-2.52,-2,-2.08,,,
3.43758e+06,-2.52,-2.52,-2,-2,,,
3.43766e+06,-2.52,-2.52,-2,-2.08,,,
3.43773e+06,-2.52,-2.52,-2,-2,,,
3.43781e+06,-2.6,-2.6,-2,-2.08,,,
3.43789e+06,-2.52,-2.52,-2,-2,,,
3.43797e+06,-2.52,-2.52,-2,-2.08,,,
3.43805e+06,-2.52,-2.52,-2,-2,,,
3.43812e+06,-2.52,-2.6,-2,-2.08,,,
3.43820e+06,-2.6,-2.52,-2,-2,,,
3.43828e+06,-2.6,-2.6,-2,-2.08,,,
3.43836e+06,-2.52,-2.52,-2,-2,,,
3.43844e+06,-2.52,-2.6,-2,-2,,,
3.43852e+06,-2.52,-2.52,-2,-2,,,
3.43859e+06,-2.52,-2.52,-2,-2.08,,,
3.43867e+06,-2.52,-2.52,-2,-2,,,
3.43875e+06,-2.52,-2.6,-2,-2.08,,,
3.43883e+06,-2.52,-2.52,-2,-2,,,
3.43891e+06,-2.6,-2.6,-2,-2,,,
3.43898e+06,-2.52,-2.52,-2,-2,,,
3.43906e+06,-2.52,-2.52,-2,-2.08,,,
3.43914e+06,-2.52,-2.52,-2,-2,,,
3.43922e+06,-2.52,-2.6,-2,-2.08,,,
3.43930e+06,-2.6,-2.52,-2.08,-2,,,
3.43937e+06,-2.52,-2.6,-2,-2.08,,,
3.43945e+06,-2.52,-2.52,-2,-2,,,
3.43953e+06,-2.6,-2.6,-2,-2.08,,,
3.43961e+06,-2.6,-2.52,-2,-2,,,
3.43969e+06,-2.6,-2.6,-2.08,-2.08,,,
3.43977e+06,-2.52,-2.52,-2,-2,,,
3.43984e+06,-2.6,-2.6,-2,-2.08,,,
3.43992e+06,-2.52,-2.52,-2.08,-2,,,
3.44000e+06,-2.52,-2.52,-2,-2.08,,,
3.44008e+06,-2.52,-2.52,-2,-2,,,
3.44016e+06,-2.6,-2.6,-2,-2.08,,,
3.44023e+06,-2.52,-2.52,-2,-2,,,
3.44031e+06,-2.52,-2.6,-2,-2.08,,,
3.44039e+06,-2.6,-2.52,-2,-2,,,
3.44047e+06,-2.6,-2.6,-2,-2.08,,,
3.44055e+06,-2.52,-2.52,-2,-2,,,
3.44062e+06,-2.6,-2.6,-2,-2.08,,,
3.44070e+06,-2.52,-2.52,-2,-2,,,
3.44078e+06,-2.6,-2.6,-2,-2.08,,,
3.44086e+06,-2.52,-2.52,-2,-2,,,
3.44094e+06,-2.52,-2.6,-2,-2.08,,,
3.44102e+06,-2.52,-2.52,-2,-2,,,
3.44109e+06,-2.52,-2.6,-2,-2.08,,,
3.44117e+06,-2.52,-2.52,-2,-2,,,
3.44125e+06,-2.52,-2.6,-2,-2.08,,,
3.44133e+06,-2.52,-2.52,-2,-2,,,
3.44141e+06,-2.52,-2.6,-2.08,-2.08,,,
3.44148e+06,-2.6,-2.52,-2,-2,,,
3.44156e+06,-2.6,-2.6,-2,-2,,,
3.44164e+06,-2.52,-2.52,-2,-2,,,
3.44172e+06,-2.6,-2.6,-2,-2.08,,,
3.44180e+06,-2.6,-2.6,-2,-2,,,
3.44187e+06,-2.6,-2.6,-2,-2.08,,,
3.44195e+06,-2.6,-2.6,-2,-2,,,
3.44203e+06,-2.52,-2.6,-2,-2,,,
3.44211e+06,-2.6,-2.52,-2,-2,,,
3.44219e+06,-2.6,-2.6,-2,-2.08,,,
3.44227e+06,-2.52,-2.52,-2,-2,,,
3.44234e+06,-2.52,-2.6,-2,-2.08,,,
3.44242e+06,-2.52,-2.52,-2,-2,,,
3.44250e+06,-2.52,-2.6,-2,-2,,,
3.44258e+06,-2.52,-2.52,-2,-2,,,
3.44266e+06,-2.52,-2.6,-2.08,-2.08,,,
3.44273e+06,-2.6,-2.52,-2,-2,,,
3.44281e+06,-2.6,-2.6,-2,-2.08,,,
3.44289e+06,-2.6,-2.6,-2,-2,,,
3.44297e+06,-2.6,-2.6,-2,-2.08,,,
3.44305e+06,-2.6,-2.6,-2,-2,,,
3.44312e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44320e+06,-2.6,-2.6,-2,-2,,,
3.44328e+06,-2.52,-2.6,-2,-2.08,,,
3.44336e+06,-2.6,-2.52,-2,-2,,,
3.44344e+06,-2.6,-2.6,-2,-2.08,,,
3.44352e+06,-2.52,-2.52,-2,-2,,,
3.44359e+06,-2.6,-2.6,-2,-2,,,
3.44367e+06,-2.6,-2.52,-2,-2,,,
3.44375e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44383e+06,-2.6,-2.52,-2,-2,,,
3.44391e+06,-2.6,-2.6,-2,-2.08,,,
3.44398e+06,-2.52,-2.52,-2,-2,,,
3.44406e+06,-2.6,-2.6,-2,-2.08,,,
3.44414e+06,-2.6,-2.52,-2,-2,,,
3.44422e+06,-2.6,-2.6,-2,-2.08,,,
3.44430e+06,-2.6,-2.6,-2.08,-2,,,
3.44437e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44445e+06,-2.6,-2.6,-2,-2,,,
3.44453e+06,-2.6,-2.6,-2,-2.08,,,
3.44461e+06,-2.6,-2.52,-2,-2,,,
3.44469e+06,-2.6,-2.6,-2,-2.08,,,
3.44477e+06,-2.52,-2.52,-2,-2,,,
3.44484e+06,-2.52,-2.6,-2,-2.08,,,
3.44492e+06,-2.6,-2.52,-2,-2,,,
3.44500e+06,-2.6,-2.6,-2,-2.08,,,
3.44508e+06,-2.6,-2.6,-2,-2,,,
3.44516e+06,-2.6,-2.6,-2,-2.08,,,
3.44523e+06,-2.6,-2.6,-2,-2,,,
3.44531e+06,-2.6,-2.6,-2,-2.08,,,
3.44539e+06,-2.6,-2.6,-2.08,-2,,,
3.44547e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44555e+06,-2.6,-2.6,-2,-2,,,
3.44562e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44570e+06,-2.52,-2.52,-2,-2,,,
3.44578e+06,-2.6,-2.6,-2,-2.08,,,
3.44586e+06,-2.6,-2.52,-2,-2,,,
3.44594e+06,-2.6,-2.6,-2,-2.08,,,
3.44602e+06,-2.6,-2.6,-2,-2,,,
3.44609e+06,-2.6,-2.6,-2,-2.08,,,
3.44617e+06,-2.6,-2.6,-2,-2,,,
3.44625e+06,-2.6,-2.6,-2,-2.08,,,
3.44633e+06,-2.6,-2.6,-2,-2,,,
3.44641e+06,-2.6,-2.6,-2,-2.08,,,
3.44648e+06,-2.52,-2.52,-2,-2,,,
3.44656e+06,-2.6,-2.6,-2,-2,,,
3.44664e+06,-2.6,-2.6,-2,-2,,,
3.44672e+06,-2.6,-2.6,-2,-2,,,
3.44680e+06,-2.6,-2.6,-2,-2,,,
3.44687e+06,-2.6,-2.6,-2,-2.08,,,
3.44695e+06,-2.6,-2.6,-2,-2,,,
3.44703e+06,-2.6,-2.6,-2,-2.08,,,
3.44711e+06,-2.6,-2.52,-2,-2,,,
3.44719e+06,-2.6,-2.6,-2,-2.08,,,
3.44727e+06,-2.6,-2.6,-2,-2,,,
3.44734e+06,-2.6,-2.6,-2,-2.08,,,
3.44742e+06,-2.6,-2.6,-2,-2,,,
3.44750e+06,-2.6,-2.6,-2,-2.08,,,
3.44758e+06,-2.6,-2.6,-2,-2,,,
3.44766e+06,-2.6,-2.6,-2,-2.08,,,
3.44773e+06,-2.6,-2.52,-2,-2,,,
3.44781e+06,-2.6,-2.6,-2,-2.08,,,
3.44789e+06,-2.6,-2.6,-2,-2,,,
3.44797e+06,-2.6,-2.6,-2,-2.08,,,
3.44805e+06,-2.6,-2.6,-2,-2,,,
3.44812e+06,-2.6,-2.6,-2,-2.08,,,
3.44820e+06,-2.6,-2.6,-2,-2,,,
3.44828e+06,-2.6,-2.6,-2,-2.08,,,
3.44836e+06,-2.6,-2.6,-2.08,-2,,,
3.44844e+06,-2.6,-2.6,-2,-2.08,,,
3.44852e+06,-2.6,-2.6,-2,-2,,,
3.44859e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44867e+06,-2.6,-2.52,-2,-2,,,
3.44875e+06,-2.6,-2.6,-2,-2.08,,,
3.44883e+06,-2.6,-2.6,-2.08,-2,,,
3.44891e+06,-2.6,-2.6,-2,-2.08,,,
3.44898e+06,-2.52,-2.52,-2,-2,,,
3.44906e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44914e+06,-2.6,-2.52,-2,-2,,,
3.44922e+06,-2.6,-2.6,-2.08,-2.16,,,
3.44930e+06,-2.6,-2.6,-2.08,-2,,,
3.44937e+06,-2.6,-2.6,-2,-2.16,,,
3.44945e+06,-2.6,-2.6,-1.92,-1.92,,,
3.44953e+06,-2.6,-2.6,-2.08,-2.08,,,
3.44961e+06,-2.6,-2.6,-2,-2,,,
3.44969e+06,-2.6,-2.6,-2,-2.08,,,
3.44977e+06,-2.6,-2.6,-2,-2,,,
3.44984e+06,-2.6,-2.6,-2,-2.08,,,
3.44992e+06,-2.6,-2.6,-2,-2,,,
3.45000e+06,-2.6,-2.6,-2.08,-2.08,,,
3.45008e+06,-2.6,-2.6,-2,-2,,,
3.45016e+06,-2.6,-2.6,-2,-2,,,
3.45023e+06,-2.6,-2.6,-2,-2,,,
3.45031e+06,-2.6,-2.6,-2.08,-2.08,,,
3.45039e+06,-2.6,-2.6,-2.08,-2,,,
3.45047e+06,-2.6,-2.6,-2,-2.08,,,
3.45055e+06,-2.6,-2.6,-2,-2,,,
3.45062e+06,-2.6,-2.6,-1.92,-2.08,,,
3.45070e+06,-2.6,-2.6,-2,-1.92,,,
3.45078e+06,-2.6,-2.6,-2,-2.08,,,
3.45086e+06,-2.6,-2.6,-2,-2,,,
3.45094e+06,-2.6,-2.6,-2,-2.08,,,
3.45102e+06,-2.6,-2.6,-2,-2,,,
3.45109e+06,-2.6,-2.6,-2,-2,,,
3.45117e+06,-2.6,-2.6,-2,-2,,,
3.45125e+06,-2.6,-2.6,-2.08,-2.08,,,
3.45133e+06,-2.6,-2.6,-2.08,-2,,,
3.45141e+06,-2.6,-2.6,-2,-2.08,,,
3.45148e+06,-2.6,-2.6,-2,-2,,,
