Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,,,Point Format,Y
Horizontal Units,S,,,,,Horizontal Units,Hz
Horizontal Scale,781250,,,,,Horizontal Scale,781250
Sample Interval,78.125,,,,,Sample Interval,1562.5
Filter Frequency,7e+07,,,,,Filter Frequency,7e+07
Record Length,100000,,,,,Record Length,5000
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,,10,,,Probe Attenuation,1
Vertical Units,V,,V,,,Vertical Units,NONE
Vertical Offset,0,,0,,,Vertical Offset,0
Vertical Scale,2,,2,,,Vertical Scale,20
Label,,,,,,Label,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,TIME,MATH
9.67266e+05,-1,-1,-2,-2,,,
9.67344e+05,-1,-1,-2,-2,,,
9.67422e+05,-1,-1,-2,-2,,,
9.67500e+05,-1,-1.08,-2,-2.08,,,
9.67578e+05,-1,-1,-2.08,-2,,,
9.67656e+05,-1,-1.08,-2,-2.08,,,
9.67734e+05,-1,-1,-2,-2,,,
9.67812e+05,-1,-1.08,-2,-2,,,
9.67891e+05,-1,-1,-2,-2,,,
9.67969e+05,-1,-1.08,-2,-2.08,,,
9.68047e+05,-1,-1,-2.08,-2,,,
9.68125e+05,-1,-1.08,-2,-2.08,,,
9.68203e+05,-1,-1,-2,-2,,,
9.68281e+05,-1,-1.08,-2,-2.08,,,
9.68359e+05,-1,-1,-2,-2,,,
9.68437e+05,-1.08,-1.08,-2,-2.08,,,
9.68516e+05,-1.08,-1,-2,-2,,,
9.68594e+05,-1.08,-1.16,-2,-2,,,
9.68672e+05,-1.08,-1.08,-2,-2,,,
9.68750e+05,-1.08,-1.16,-2,-2.08,,,
9.68828e+05,-1.08,-1.08,-2,-2,,,
9.68906e+05,-1.08,-1.16,-2,-2.08,,,
9.68984e+05,-1.08,-1.08,-2,-2,,,
9.69062e+05,-1.08,-1.16,-2,-2.08,,,
9.69141e+05,-1.08,-1.08,-2.08,-2,,,
9.69219e+05,-1.08,-1.16,-1.92,-2.08,,,
9.69297e+05,-1.08,-1.08,-1.92,-1.92,,,
9.69375e+05,-1.08,-1.16,-2.08,-2.08,,,
9.69453e+05,-1.08,-1.08,-2,-2,,,
9.69531e+05,-1.08,-1.16,-2,-2.08,,,
9.69609e+05,-1.08,-1.08,-2.08,-2,,,
9.69687e+05,-1.16,-1.16,-1.92,-2.08,,,
9.69766e+05,-1.16,-1.08,-2.08,-1.92,,,
9.69844e+05,-1.08,-1.16,-2.08,-2.16,,,
9.69922e+05,-1.08,-1.08,-2,-2,,,
9.70000e+05,-1.16,-1.16,-1.92,-2.08,,,
9.70078e+05,-1.08,-1.08,-2,-1.92,,,
9.70156e+05,-1.08,-1.16,-2,-2.08,,,
9.70234e+05,-1.08,-1.08,-2.08,-2,,,
9.70312e+05,-1.16,-1.16,-2.08,-2.08,,,
9.70391e+05,-1.16,-1.16,-2,-2,,,
9.70469e+05,-1.16,-1.16,-2,-2.08,,,
9.70547e+05,-1.16,-1.16,-2,-1.92,,,
9.70625e+05,-1.08,-1.16,-2.08,-2.08,,,
9.70703e+05,-1.16,-1.08,-2.08,-2,,,
9.70781e+05,-1.16,-1.24,-2,-2.08,,,
9.70859e+05,-1.16,-1.16,-2,-2,,,
9.70937e+05,-1.16,-1.16,-2,-2.08,,,
9.71016e+05,-1.16,-1.16,-2.08,-2,,,
9.71094e+05,-1.16,-1.24,-2,-2.08,,,
9.71172e+05,-1.16,-1.16,-2,-2,,,
9.71250e+05,-1.16,-1.16,-2,-2.08,,,
9.71328e+05,-1.16,-1.16,-2.08,-2,,,
9.71406e+05,-1.16,-1.24,-2.08,-2.08,,,
9.71484e+05,-1.16,-1.16,-2,-2,,,
9.71562e+05,-1.16,-1.24,-2,-2,,,
9.71641e+05,-1.24,-1.16,-2,-2,,,
9.71719e+05,-1.16,-1.24,-2,-2.08,,,
9.71797e+05,-1.16,-1.16,-2.08,-2,,,
9.71875e+05,-1.16,-1.24,-2,-2.08,,,
9.71953e+05,-1.24,-1.16,-2,-2,,,
9.72031e+05,-1.16,-1.24,-2,-2.08,,,
9.72109e+05,-1.16,-1.16,-2,-2,,,
9.72187e+05,-1.16,-1.24,-2,-2.08,,,
9.72266e+05,-1.16,-1.16,-2,-2,,,
9.72344e+05,-1.24,-1.24,-2,-2,,,
9.72422e+05,-1.24,-1.24,-2,-2,,,
9.72500e+05,-1.24,-1.24,-2,-2.08,,,
9.72578e+05,-1.24,-1.24,-2,-2,,,
9.72656e+05,-1.24,-1.32,-2.08,-2.08,,,
9.72734e+05,-1.24,-1.24,-2,-2,,,
9.72812e+05,-1.24,-1.24,-2,-2.08,,,
9.72891e+05,-1.24,-1.24,-2,-2,,,
9.72969e+05,-1.24,-1.24,-2,-2.08,,,
9.73047e+05,-1.24,-1.24,-2,-2,,,
9.73125e+05,-1.24,-1.24,-2,-2.08,,,
9.73203e+05,-1.24,-1.24,-2,-2,,,
9.73281e+05,-1.24,-1.24,-2,-2,,,
9.73359e+05,-1.24,-1.24,-2,-2,,,
9.73437e+05,-1.24,-1.32,-2,-2.08,,,
9.73516e+05,-1.24,-1.24,-2,-2,,,
9.73594e+05,-1.24,-1.32,-2,-2.08,,,
9.73672e+05,-1.24,-1.24,-2,-2,,,
9.73750e+05,-1.24,-1.32,-2,-2.08,,,
9.73828e+05,-1.24,-1.24,-2,-2,,,
9.73906e+05,-1.24,-1.32,-2.08,-2.08,,,
9.73984e+05,-1.32,-1.24,-2,-2,,,
9.74062e+05,-1.32,-1.32,-2,-2.08,,,
9.74141e+05,-1.32,-1.32,-2,-2,,,
9.74219e+05,-1.32,-1.32,-2,-2,,,
9.74297e+05,-1.32,-1.32,-2,-2,,,
9.74375e+05,-1.32,-1.32,-2,-2.08,,,
9.74453e+05,-1.32,-1.32,-2,-2,,,
9.74531e+05,-1.32,-1.4,-2,-2.08,,,
9.74609e+05,-1.32,-1.32,-2,-2,,,
9.74687e+05,-1.32,-1.32,-2.08,-2.08,,,
9.74766e+05,-1.32,-1.32,-2,-2,,,
9.74844e+05,-1.32,-1.4,-2,-2.08,,,
9.74922e+05,-1.32,-1.32,-2,-2,,,
9.75000e+05,-1.32,-1.4,-2,-2,,,
9.75078e+05,-1.32,-1.32,-2,-2,,,
9.75156e+05,-1.32,-1.4,-2,-2,,,
9.75234e+05,-1.32,-1.32,-2,-2,,,
9.75312e+05,-1.32,-1.4,-2,-2.08,,,
9.75391e+05,-1.32,-1.32,-2,-2,,,
9.75469e+05,-1.32,-1.4,-2,-2.08,,,
9.75547e+05,-1.32,-1.32,-2,-2,,,
9.75625e+05,-1.32,-1.4,-2,-2.08,,,
9.75703e+05,-1.32,-1.32,-2,-2,,,
9.75781e+05,-1.32,-1.4,-2,-2.08,,,
9.75859e+05,-1.4,-1.32,-2,-2,,,
9.75937e+05,-1.4,-1.4,-2,-2.08,,,
9.76016e+05,-1.32,-1.32,-2,-2,,,
9.76094e+05,-1.32,-1.4,-2,-2,,,
9.76172e+05,-1.4,-1.32,-2,-2,,,
9.76250e+05,-1.4,-1.4,-2,-2.08,,,
9.76328e+05,-1.4,-1.4,-2,-2,,,
9.76406e+05,-1.4,-1.4,-2,-2.08,,,
9.76484e+05,-1.4,-1.4,-2,-2,,,
9.76562e+05,-1.4,-1.48,-2,-2.08,,,
9.76641e+05,-1.4,-1.4,-2,-2,,,
9.76719e+05,-1.4,-1.48,-2,-2.08,,,
9.76797e+05,-1.4,-1.4,-2,-2,,,
9.76875e+05,-1.4,-1.48,-2,-2.08,,,
9.76953e+05,-1.4,-1.4,-2,-2,,,
9.77031e+05,-1.4,-1.48,-2,-2,,,
9.77109e+05,-1.4,-1.4,-2,-2,,,
9.77187e+05,-1.4,-1.48,-2,-2,,,
9.77266e+05,-1.4,-1.4,-2,-2,,,
9.77344e+05,-1.4,-1.48,-2,-2.08,,,
9.77422e+05,-1.4,-1.4,-2.08,-2,,,
9.77500e+05,-1.4,-1.48,-2.08,-2.08,,,
9.77578e+05,-1.48,-1.4,-2,-2,,,
9.77656e+05,-1.48,-1.48,-2,-2.08,,,
9.77734e+05,-1.4,-1.4,-2,-2,,,
9.77812e+05,-1.48,-1.48,-2,-2,,,
9.77891e+05,-1.48,-1.4,-2,-2,,,
9.77969e+05,-1.48,-1.48,-2,-2.08,,,
9.78047e+05,-1.48,-1.48,-2,-2,,,
9.78125e+05,-1.48,-1.48,-2,-2.08,,,
9.78203e+05,-1.48,-1.48,-2,-2,,,
9.78281e+05,-1.48,-1.48,-2,-2.08,,,
9.78359e+05,-1.48,-1.48,-2,-2,,,
9.78437e+05,-1.48,-1.48,-2,-2,,,
9.78516e+05,-1.48,-1.48,-2,-2,,,
9.78594e+05,-1.48,-1.48,-2.08,-2.08,,,
9.78672e+05,-1.48,-1.48,-2,-2,,,
9.78750e+05,-1.48,-1.56,-2,-2.08,,,
9.78828e+05,-1.48,-1.48,-2,-2,,,
9.78906e+05,-1.48,-1.56,-2,-2.08,,,
9.78984e+05,-1.48,-1.48,-2,-2,,,
9.79062e+05,-1.48,-1.56,-2,-2.08,,,
9.79141e+05,-1.48,-1.48,-2,-2,,,
9.79219e+05,-1.48,-1.56,-2,-2.08,,,
9.79297e+05,-1.48,-1.48,-2,-2,,,
9.79375e+05,-1.56,-1.56,-2,-2,,,
9.79453e+05,-1.48,-1.48,-2,-2,,,
9.79531e+05,-1.48,-1.56,-2,-2.08,,,
9.79609e+05,-1.56,-1.48,-2.08,-2,,,
9.79687e+05,-1.56,-1.56,-2,-2.08,,,
9.79766e+05,-1.56,-1.56,-2,-2,,,
9.79844e+05,-1.56,-1.56,-2,-2.08,,,
9.79922e+05,-1.56,-1.56,-2,-2,,,
9.80000e+05,-1.56,-1.56,-2,-2.08,,,
9.80078e+05,-1.56,-1.56,-2,-2,,,
9.80156e+05,-1.56,-1.56,-2,-2.08,,,
9.80234e+05,-1.56,-1.56,-2.08,-2,,,
9.80312e+05,-1.56,-1.56,-2,-2.08,,,
9.80391e+05,-1.56,-1.56,-2,-2,,,
9.80469e+05,-1.56,-1.64,-2,-2.08,,,
9.80547e+05,-1.56,-1.56,-2,-2,,,
9.80625e+05,-1.56,-1.56,-2,-2,,,
9.80703e+05,-1.56,-1.56,-2,-2,,,
9.80781e+05,-1.56,-1.64,-2,-2.08,,,
9.80859e+05,-1.56,-1.56,-2,-2,,,
9.80937e+05,-1.64,-1.64,-2,-2,,,
9.81016e+05,-1.64,-1.56,-2,-2,,,
9.81094e+05,-1.64,-1.64,-2,-2.08,,,
9.81172e+05,-1.64,-1.56,-2,-2,,,
9.81250e+05,-1.64,-1.64,-2,-2.08,,,
9.81328e+05,-1.64,-1.64,-2,-2,,,
9.81406e+05,-1.64,-1.64,-2,-2.08,,,
9.81484e+05,-1.64,-1.64,-2,-2,,,
9.81562e+05,-1.64,-1.64,-2,-2.08,,,
9.81641e+05,-1.64,-1.64,-2.08,-2,,,
9.81719e+05,-1.64,-1.64,-2,-2.08,,,
9.81797e+05,-1.64,-1.64,-2,-2,,,
9.81875e+05,-1.64,-1.72,-2,-2.08,,,
9.81953e+05,-1.64,-1.64,-2,-2,,,
9.82031e+05,-1.64,-1.64,-2,-2.08,,,
9.82109e+05,-1.64,-1.64,-2,-2,,,
9.82187e+05,-1.64,-1.64,-2,-2,,,
9.82266e+05,-1.64,-1.64,-2,-2,,,
9.82344e+05,-1.64,-1.72,-2,-2.08,,,
9.82422e+05,-1.64,-1.64,-2,-2,,,
9.82500e+05,-1.72,-1.72,-2,-2,,,
9.82578e+05,-1.72,-1.64,-2,-2,,,
9.82656e+05,-1.64,-1.72,-2,-2,,,
9.82734e+05,-1.64,-1.64,-2,-2,,,
9.82812e+05,-1.64,-1.72,-2.08,-2.08,,,
9.82891e+05,-1.72,-1.64,-2,-2,,,
9.82969e+05,-1.64,-1.72,-2,-2.08,,,
9.83047e+05,-1.72,-1.64,-2,-2,,,
9.83125e+05,-1.64,-1.72,-2,-2,,,
9.83203e+05,-1.72,-1.64,-2,-2,,,
9.83281e+05,-1.72,-1.72,-2,-2.08,,,
9.83359e+05,-1.72,-1.72,-2,-2,,,
9.83437e+05,-1.72,-1.72,-2,-2.08,,,
9.83516e+05,-1.72,-1.72,-2,-2,,,
9.83594e+05,-1.72,-1.72,-2,-2.08,,,
9.83672e+05,-1.64,-1.64,-2,-2,,,
9.83750e+05,-1.72,-1.8,-2,-2,,,
9.83828e+05,-1.72,-1.72,-2,-2,,,
9.83906e+05,-1.72,-1.8,-2,-2,,,
9.83984e+05,-1.72,-1.72,-2,-2,,,
9.84062e+05,-1.72,-1.8,-2,-2,,,
9.84141e+05,-1.72,-1.72,-2,-2,,,
9.84219e+05,-1.72,-1.8,-2,-2,,,
9.84297e+05,-1.72,-1.72,-2,-2,,,
9.84375e+05,-1.72,-1.8,-2,-2,,,
9.84453e+05,-1.72,-1.72,-2,-2,,,
9.84531e+05,-1.72,-1.8,-2,-2,,,
9.84609e+05,-1.72,-1.72,-2,-2,,,
9.84687e+05,-1.72,-1.8,-2.08,-2.08,,,
9.84766e+05,-1.72,-1.72,-2,-2,,,
9.84844e+05,-1.8,-1.8,-2,-2.08,,,
9.84922e+05,-1.72,-1.72,-2,-2,,,
9.85000e+05,-1.72,-1.8,-2,-2.08,,,
9.85078e+05,-1.8,-1.72,-2,-2,,,
9.85156e+05,-1.8,-1.8,-2,-2.08,,,
9.85234e+05,-1.8,-1.8,-2.08,-2,,,
9.85312e+05,-1.8,-1.8,-2,-2.08,,,
9.85391e+05,-1.8,-1.8,-2,-2,,,
9.85469e+05,-1.8,-1.8,-2,-2,,,
9.85547e+05,-1.72,-1.72,-2,-2,,,
9.85625e+05,-1.8,-1.8,-2,-2.08,,,
9.85703e+05,-1.8,-1.8,-2,-2,,,
9.85781e+05,-1.8,-1.88,-2,-2.08,,,
9.85859e+05,-1.8,-1.8,-2,-2,,,
9.85937e+05,-1.8,-1.88,-2,-2,,,
9.86016e+05,-1.8,-1.8,-2,-2,,,
9.86094e+05,-1.8,-1.88,-2,-2.08,,,
9.86172e+05,-1.8,-1.8,-2,-2,,,
9.86250e+05,-1.8,-1.88,-2.08,-2.08,,,
9.86328e+05,-1.8,-1.8,-2.08,-2,,,
9.86406e+05,-1.88,-1.88,-2.08,-2.08,,,
9.86484e+05,-1.8,-1.8,-2,-2,,,
9.86562e+05,-1.8,-1.88,-2,-2.08,,,
9.86641e+05,-1.8,-1.8,-2,-2,,,
9.86719e+05,-1.8,-1.88,-2,-2.08,,,
9.86797e+05,-1.88,-1.8,-2,-2,,,
9.86875e+05,-1.88,-1.88,-2,-2,,,
9.86953e+05,-1.88,-1.8,-2,-2,,,
9.87031e+05,-1.8,-1.88,-2.08,-2.08,,,
9.87109e+05,-1.88,-1.8,-2,-2,,,
9.87187e+05,-1.8,-1.88,-2.08,-2.08,,,
9.87266e+05,-1.88,-1.8,-2,-2,,,
9.87344e+05,-1.88,-1.88,-2,-2,,,
9.87422e+05,-1.88,-1.88,-2,-2,,,
9.87500e+05,-1.88,-1.96,-2,-2.08,,,
9.87578e+05,-1.88,-1.88,-2,-2,,,
9.87656e+05,-1.88,-1.88,-2,-2.08,,,
9.87734e+05,-1.88,-1.88,-2,-2,,,
9.87812e+05,-1.88,-1.96,-2,-2.08,,,
9.87891e+05,-1.88,-1.88,-2,-2,,,
9.87969e+05,-1.88,-1.96,-2,-2.08,,,
9.88047e+05,-1.88,-1.88,-2,-2,,,
9.88125e+05,-1.88,-1.96,-2,-2.08,,,
9.88203e+05,-1.88,-1.88,-2,-2,,,
9.88281e+05,-1.88,-1.96,-2,-2.08,,,
9.88359e+05,-1.88,-1.88,-2,-2,,,
9.88437e+05,-1.88,-1.96,-2,-2.08,,,
9.88516e+05,-1.96,-1.88,-2,-2,,,
9.88594e+05,-1.96,-1.96,-2,-2,,,
9.88672e+05,-1.88,-1.88,-2,-2,,,
9.88750e+05,-1.96,-1.96,-2,-2.08,,,
9.88828e+05,-1.96,-1.88,-2,-2,,,
9.88906e+05,-1.88,-1.96,-2,-2.08,,,
9.88984e+05,-1.96,-1.88,-2,-2,,,
9.89062e+05,-1.96,-1.96,-2,-2.08,,,
9.89141e+05,-1.96,-1.96,-2.08,-2,,,
9.89219e+05,-1.96,-1.96,-2,-2.08,,,
9.89297e+05,-1.96,-1.96,-2,-2,,,
9.89375e+05,-1.96,-1.96,-2,-2,,,
9.89453e+05,-1.96,-1.96,-2,-2,,,
9.89531e+05,-1.96,-1.96,-2.08,-2.08,,,
9.89609e+05,-1.96,-1.96,-2,-2,,,
9.89687e+05,-1.96,-1.96,-2,-2.08,,,
9.89766e+05,-1.96,-1.96,-2,-2,,,
9.89844e+05,-1.96,-2.04,-2,-2,,,
9.89922e+05,-1.96,-1.96,-2,-2,,,
9.90000e+05,-1.96,-2.04,-2,-2.08,,,
9.90078e+05,-1.96,-1.96,-2,-2,,,
9.90156e+05,-1.96,-1.96,-2,-2.08,,,
9.90234e+05,-1.96,-1.96,-2,-2,,,
9.90312e+05,-1.96,-2.04,-2,-2,,,
9.90391e+05,-1.96,-1.96,-2,-2,,,
9.90469e+05,-2.04,-2.04,-2.08,-2.08,,,
9.90547e+05,-2.04,-2.04,-2,-2,,,
9.90625e+05,-1.96,-2.04,-2,-2.08,,,
9.90703e+05,-1.96,-1.96,-2,-2,,,
9.90781e+05,-2.04,-2.04,-2,-2.08,,,
9.90859e+05,-2.04,-1.96,-2,-2,,,
9.90937e+05,-1.96,-2.04,-2,-2.08,,,
9.91016e+05,-1.96,-1.96,-2,-2,,,
9.91094e+05,-2.04,-2.04,-2,-2.08,,,
9.91172e+05,-2.04,-2.04,-2,-2,,,
9.91250e+05,-2.04,-2.04,-2,-2.08,,,
9.91328e+05,-2.04,-2.04,-2,-2,,,
9.91406e+05,-2.04,-2.04,-2,-2.08,,,
9.91484e+05,-2.04,-2.04,-2,-2,,,
9.91562e+05,-2.04,-2.04,-2,-2.08,,,
9.91641e+05,-2.04,-2.04,-2,-2,,,
9.91719e+05,-2.04,-2.12,-2,-2,,,
9.91797e+05,-2.04,-2.04,-2,-2,,,
9.91875e+05,-2.04,-2.12,-2,-2.08,,,
9.91953e+05,-2.04,-2.04,-2,-2,,,
9.92031e+05,-2.04,-2.12,-2,-2.08,,,
9.92109e+05,-2.04,-2.04,-2,-2,,,
9.92187e+05,-2.04,-2.12,-2,-2.08,,,
9.92266e+05,-2.04,-2.04,-2,-2,,,
9.92344e+05,-2.04,-2.12,-2.08,-2.08,,,
9.92422e+05,-2.12,-2.04,-2,-2,,,
9.92500e+05,-2.12,-2.12,-2,-2.08,,,
9.92578e+05,-2.12,-2.12,-2,-2,,,
9.92656e+05,-2.12,-2.12,-2,-2.08,,,
9.92734e+05,-2.12,-2.12,-2,-2,,,
9.92812e+05,-2.12,-2.12,-2,-2.08,,,
9.92891e+05,-2.12,-2.12,-2,-2,,,
9.92969e+05,-2.12,-2.12,-2,-2.08,,,
9.93047e+05,-2.12,-2.12,-2.08,-2,,,
9.93125e+05,-2.12,-2.12,-2,-2.08,,,
9.93203e+05,-2.12,-2.12,-2,-2,,,
9.93281e+05,-2.12,-2.2,-2,-2,,,
9.93359e+05,-2.12,-2.12,-2,-2,,,
9.93437e+05,-2.12,-2.2,-2,-2,,,
9.93516e+05,-2.12,-2.12,-2,-2,,,
9.93594e+05,-2.12,-2.2,-2,-2.08,,,
9.93672e+05,-2.2,-2.12,-2,-2,,,
9.93750e+05,-2.12,-2.2,-2,-2.08,,,
9.93828e+05,-2.2,-2.12,-2,-2,,,
9.93906e+05,-2.12,-2.2,-2,-2.08,,,
9.93984e+05,-2.12,-2.12,-2.08,-2,,,
9.94062e+05,-2.12,-2.2,-2,-2.08,,,
9.94141e+05,-2.12,-2.12,-2,-2,,,
9.94219e+05,-2.12,-2.2,-2,-2.08,,,
9.94297e+05,-2.12,-2.12,-2,-2,,,
9.94375e+05,-2.12,-2.2,-2,-2.08,,,
9.94453e+05,-2.2,-2.12,-2,-2,,,
9.94531e+05,-2.12,-2.2,-2,-2,,,
9.94609e+05,-2.2,-2.12,-2,-2,,,
9.94687e+05,-2.2,-2.2,-2,-2.08,,,
9.94766e+05,-2.2,-2.2,-2,-2,,,
9.94844e+05,-2.2,-2.2,-2,-2.08,,,
9.94922e+05,-2.2,-2.2,-2,-2,,,
9.95000e+05,-2.2,-2.2,-2,-2.08,,,
9.95078e+05,-2.2,-2.2,-2,-2,,,
9.95156e+05,-2.2,-2.2,-2,-2.08,,,
9.95234e+05,-2.2,-2.2,-2,-2,,,
9.95312e+05,-2.2,-2.28,-2,-2.08,,,
9.95391e+05,-2.2,-2.2,-2,-2,,,
9.95469e+05,-2.2,-2.2,-2,-2.08,,,
9.95547e+05,-2.2,-2.2,-2,-2,,,
9.95625e+05,-2.2,-2.28,-2,-2.08,,,
9.95703e+05,-2.2,-2.2,-2,-2,,,
9.95781e+05,-2.2,-2.28,-2,-2.08,,,
9.95859e+05,-2.28,-2.2,-2.08,-2,,,
9.95937e+05,-2.28,-2.28,-2.08,-2.08,,,
9.96016e+05,-2.28,-2.28,-2,-2,,,
9.96094e+05,-2.28,-2.28,-2.08,-2.08,,,
9.96172e+05,-2.28,-2.2,-2,-2,,,
9.96250e+05,-2.28,-2.28,-2,-2.08,,,
9.96328e+05,-2.28,-2.28,-2,-2,,,
9.96406e+05,-2.28,-2.28,-2,-2.08,,,
9.96484e+05,-2.28,-2.28,-2,-2,,,
9.96562e+05,-2.28,-2.28,-2,-2.08,,,
9.96641e+05,-2.28,-2.28,-2,-2,,,
9.96719e+05,-2.28,-2.28,-2,-2.08,,,
9.96797e+05,-2.28,-2.28,-2,-2,,,
9.96875e+05,-2.28,-2.28,-2,-2.08,,,
9.96953e+05,-2.28,-2.28,-2,-2,,,
9.97031e+05,-2.28,-2.36,-2,-2.08,,,
9.97109e+05,-2.28,-2.28,-2,-2,,,
9.97187e+05,-2.28,-2.36,-2,-2,,,
9.97266e+05,-2.28,-2.28,-2,-2,,,
9.97344e+05,-2.28,-2.36,-2,-2.08,,,
9.97422e+05,-2.28,-2.28,-2,-2,,,
9.97500e+05,-2.36,-2.36,-2,-2,,,
9.97578e+05,-2.36,-2.36,-2,-2,,,
9.97656e+05,-2.28,-2.36,-2.08,-2.08,,,
9.97734e+05,-2.36,-2.28,-2,-2,,,
9.97812e+05,-2.36,-2.36,-2,-2.08,,,
9.97891e+05,-2.28,-2.28,-2,-2,,,
9.97969e+05,-2.28,-2.36,-2,-2.08,,,
9.98047e+05,-2.36,-2.28,-2,-2,,,
9.98125e+05,-2.36,-2.36,-2,-2.08,,,
9.98203e+05,-2.36,-2.36,-2,-2,,,
9.98281e+05,-2.36,-2.36,-2,-2.08,,,
9.98359e+05,-2.36,-2.36,-2.08,-2,,,
9.98437e+05,-2.36,-2.36,-2,-2.08,,,
9.98516e+05,-2.36,-2.36,-2,-2,,,
9.98594e+05,-2.36,-2.36,-2,-2,,,
9.98672e+05,-2.36,-2.36,-2,-2,,,
9.98750e+05,-2.36,-2.44,-2,-2,,,
9.98828e+05,-2.36,-2.36,-2,-2,,,
9.98906e+05,-2.36,-2.44,-2,-2.08,,,
9.98984e+05,-2.36,-2.36,-2,-2,,,
9.99062e+05,-2.36,-2.44,-2,-2.08,,,
9.99141e+05,-2.36,-2.36,-2,-2,,,
9.99219e+05,-2.36,-2.44,-2,-2,,,
9.99297e+05,-2.36,-2.36,-2,-2,,,
9.99375e+05,-2.36,-2.44,-2,-2.08,,,
9.99453e+05,-2.44,-2.36,-2,-2,,,
9.99531e+05,-2.44,-2.44,-2.08,-2.08,,,
9.99609e+05,-2.44,-2.44,-2,-2,,,
9.99687e+05,-2.44,-2.44,-2,-2.08,,,
9.99766e+05,-2.44,-2.44,-2,-2,,,
9.99844e+05,-2.44,-2.44,-2.08,-2.08,,,
9.99922e+05,-2.44,-2.44,-2.08,-2,,,
1.00000e+06,-2.44,-2.44,-2,-2.08,,,
1.00008e+06,-2.44,-2.44,-2,-2,,,
1.00016e+06,-2.44,-2.44,-2,-2,,,
1.00023e+06,-2.44,-2.44,-2,-2,,,
1.00031e+06,-2.44,-2.44,-2,-2.08,,,
1.00039e+06,-2.44,-2.44,-2,-2,,,
1.00047e+06,-2.44,-2.44,-2,-2,,,
1.00055e+06,-2.44,-2.44,-2,-2,,,
1.00062e+06,-2.44,-2.44,-2,-2.08,,,
1.00070e+06,-2.44,-2.44,-2,-2,,,
1.00078e+06,-2.44,-2.44,-2,-2.08,,,
1.00086e+06,-2.44,-2.44,-2,-2,,,
1.00094e+06,-2.44,-2.44,-2,-2,,,
1.00102e+06,-2.44,-2.44,-2,-2,,,
1.00109e+06,-2.44,-2.52,-2,-2,,,
1.00117e+06,-2.52,-2.44,-2,-2,,,
1.00125e+06,-2.52,-2.52,-2,-2.08,,,
1.00133e+06,-2.52,-2.44,-2,-2,,,
1.00141e+06,-2.52,-2.52,-2,-2.08,,,
1.00148e+06,-2.52,-2.44,-2,-2,,,
1.00156e+06,-2.52,-2.52,-2,-2.08,,,
1.00164e+06,-2.52,-2.44,-2,-2,,,
1.00172e+06,-2.52,-2.52,-2,-2.08,,,
1.00180e+06,-2.52,-2.52,-2,-2,,,
1.00187e+06,-2.52,-2.52,-2,-2.08,,,
1.00195e+06,-2.52,-2.52,-2,-2,,,
1.00203e+06,-2.52,-2.52,-2,-2,,,
1.00211e+06,-2.52,-2.52,-2,-2,,,
1.00219e+06,-2.52,-2.52,-2,-2.08,,,
1.00227e+06,-2.52,-2.52,-2,-2,,,
1.00234e+06,-2.52,-2.52,-2,-2,,,
1.00242e+06,-2.52,-2.52,-2,-2,,,
1.00250e+06,-2.52,-2.52,-2,-2.08,,,
1.00258e+06,-2.52,-2.52,-2,-2,,,
1.00266e+06,-2.52,-2.52,-2,-2.08,,,
1.00273e+06,-2.52,-2.52,-2,-2,,,
1.00281e+06,-2.6,-2.6,-2,-2.08,,,
1.00289e+06,-2.52,-2.52,-2,-2,,,
1.00297e+06,-2.52,-2.6,-2,-2.08,,,
1.00305e+06,-2.6,-2.52,-2,-2,,,
1.00312e+06,-2.6,-2.6,-2,-2,,,
1.00320e+06,-2.6,-2.52,-2,-2,,,
1.00328e+06,-2.6,-2.6,-2,-2,,,
1.00336e+06,-2.6,-2.52,-2,-2,,,
1.00344e+06,-2.6,-2.6,-2,-2.08,,,
1.00352e+06,-2.6,-2.52,-2.08,-2,,,
1.00359e+06,-2.52,-2.6,-2,-2.08,,,
1.00367e+06,-2.6,-2.52,-2,-2,,,
1.00375e+06,-2.6,-2.6,-2,-2,,,
1.00383e+06,-2.6,-2.6,-2,-2,,,
1.00391e+06,-2.6,-2.6,-2,-2,,,
1.00398e+06,-2.6,-2.6,-2,-2,,,
1.00406e+06,-2.6,-2.6,-2,-2.08,,,
1.00414e+06,-2.6,-2.6,-2,-2,,,
1.00422e+06,-2.6,-2.6,-2.08,-2.08,,,
1.00430e+06,-2.6,-2.6,-2,-2,,,
1.00437e+06,-2.6,-2.6,-2,-2,,,
1.00445e+06,-2.6,-2.6,-2,-2,,,
1.00453e+06,-2.52,-2.6,-2,-2,,,
1.00461e+06,-2.6,-2.52,-2,-2,,,
1.00469e+06,-2.6,-2.6,-2,-2,,,
1.00477e+06,-2.6,-2.6,-2,-2,,,
1.00484e+06,-2.68,-2.68,-2,-2.08,,,
1.00492e+06,-2.6,-2.6,-2.08,-2,,,
1.00500e+06,-2.6,-2.68,-2,-2.08,,,
1.00508e+06,-2.68,-2.6,-2.08,-2,,,
1.00516e+06,-2.6,-2.68,-2,-2,,,
1.00523e+06,-2.68,-2.6,-2,-2,,,
1.00531e+06,-2.68,-2.68,-2,-2.08,,,
