Time (s),Ay (m/s²),Fᵧ (N)
0.004999999888241291,-9.676569938659668,-0.37584689259529114
0.009999999776482582,-9.680473327636719,-0.38855016231536865
0.014999999664723873,-9.683727264404297,-0.38008129596710205
0.019999999552965164,-9.659429550170898,-0.38008132576942444
0.02500000037252903,-9.65908145904541,-0.37584689259529114
0.029999999329447746,-9.700066566467285,-0.3716124892234802
0.03500000014901161,-9.686975479125977,-0.3673780560493469
0.03999999910593033,-9.671801567077637,-0.3546748459339142
0.04500000178813934,-9.685613632202148,-0.34620600938796997
0.05000000074505806,-9.690606117248535,-0.3546748459339142
0.054999999701976776,-9.694270133972168,-0.3546748459339142
0.05999999865889549,-9.687146186828613,-0.3546748459339142
0.06499999761581421,-9.705328941345215,-0.33773717284202576
0.07000000029802322,-9.699047088623047,-0.34197160601615906
0.07500000298023224,-9.698107719421387,-0.33773717284202576
0.07999999821186066,-9.684833526611328,-0.33773717284202576
0.08500000089406967,-9.703330039978027,-0.32926833629608154
0.09000000357627869,-9.71335220336914,-0.33773717284202576
0.0949999988079071,-9.705434799194336,-0.32503393292427063
0.10000000149011612,-9.685237884521484,-0.32926833629608154
0.10499999672174454,-9.684388160705566,-0.33773717284202576
0.10999999940395355,-9.69809341430664,-0.33350276947021484
0.11500000208616257,-9.690397262573242,-0.34197160601615906
0.11999999731779099,-9.68670654296875,-0.33773717284202576
0.125,-9.693714141845703,-0.33773717284202576
0.12999999523162842,-9.696065902709961,-0.34197160601615906
0.13500000536441803,-9.697622299194336,-0.34197160601615906
0.14000000059604645,-9.67902660369873,-0.35044044256210327
0.14499999582767487,-9.689854621887207,-0.3504404127597809
0.15000000596046448,-9.661482810974121,-0.3589092493057251
0.1550000011920929,-9.684438705444336,-0.3631436824798584
0.1599999964237213,-9.649168014526367,-0.3631436824798584
0.16500000655651093,-9.682343482971191,-0.3589092493057251
0.17000000178813934,-9.667871475219727,-0.363143652677536
0.17499999701976776,-9.690024375915527,-0.3631436824798584
0.18000000715255737,-9.683943748474121,-0.3673781156539917
0.1850000023841858,-9.668778419494629,-0.3716125190258026
0.1899999976158142,-9.662904739379883,-0.3716125190258026
0.19499999284744263,-9.683981895446777,-0.3631436824798584
0.20000000298023224,-9.679506301879883,-0.3631436824798584
0.20499999821186066,-9.682486534118652,-0.363143652677536
0.20999999344348907,-9.676935195922852,-0.3631436824798584
0.2150000035762787,-9.686846733093262,-0.3589092493057251
0.2199999988079071,-9.695109367370605,-0.3546748459339142
0.22499999403953552,-9.703962326049805,-0.35044044256210327
0.23000000417232513,-9.718799591064453,-0.34620600938796997
0.23499999940395355,-9.72317886352539,-0.33773717284202576
0.23999999463558197,-9.719803810119629,-0.34620600938796997
0.24500000476837158,-9.707530975341797,-0.33773717284202576
0.25,-9.681183815002441,-0.33350273966789246
0.2549999952316284,-9.708988189697266,-0.32926833629608154
0.25999999046325684,-9.701546669006348,-0.33350273966789246
0.26499998569488525,-9.686125755310059,-0.33350276947021484
0.27000001072883606,-9.705851554870605,-0.33350273966789246
0.2750000059604645,-9.70517635345459,-0.32926833629608154
0.2800000011920929,-9.678257942199707,-0.33773717284202576
0.2849999964237213,-9.698899269104004,-0.33773717284202576
0.28999999165534973,-9.682085037231445,-0.33773717284202576
0.29499998688697815,-9.690431594848633,-0.33350273966789246
0.30000001192092896,-9.690377235412598,-0.33773717284202576
0.3050000071525574,-9.685897827148438,-0.34197160601615906
0.3100000023841858,-9.685406684875488,-0.34197160601615906
0.3149999976158142,-9.703768730163574,-0.35044044256210327
0.3199999928474426,-9.681957244873047,-0.3546748459339142
0.32499998807907104,-9.705438613891602,-0.3504404127597809
0.33000001311302185,-9.702743530273438,-0.3546748459339142
0.33500000834465027,-9.687590599060059,-0.3546748459339142
0.3400000035762787,-9.703234672546387,-0.3589092493057251
0.3449999988079071,-9.680195808410645,-0.3589092493057251
0.3499999940395355,-9.677284240722656,-0.3589092493057251
0.35499998927116394,-9.679567337036133,-0.363143652677536
0.36000001430511475,-9.690886497497559,-0.363143652677536
0.36500000953674316,-9.676804542541504,-0.3589092493057251
0.3700000047683716,-9.70744800567627,-0.3673780560493469
0.375,-9.684712409973145,-0.363143652677536
0.3799999952316284,-9.674700736999512,-0.363143652677536
0.38499999046325684,-9.699256896972656,-0.3716124892234802
0.38999998569488525,-9.669390678405762,-0.3546748459339142
0.39500001072883606,-9.703447341918945,-0.35044044256210327
0.4000000059604645,-9.687931060791016,-0.3504404127597809
0.4050000011920929,-9.712747573852539,-0.34197160601615906
0.4099999964237213,-9.72011947631836,-0.34197160601615906
0.41499999165534973,-9.702807426452637,-0.34620600938796997
0.41999998688697815,-9.71821117401123,-0.33773717284202576
0.42500001192092896,-9.691488265991211,-0.34197160601615906
0.4300000071525574,-9.713226318359375,-0.33773717284202576
0.4350000023841858,-9.716059684753418,-0.33773717284202576
0.4399999976158142,-9.689179420471191,-0.34197160601615906
0.4449999928474426,-9.692804336547852,-0.33773717284202576
0.44999998807907104,-9.685382843017578,-0.34197160601615906
0.45500001311302185,-9.677395820617676,-0.33350273966789246
0.46000000834465027,-9.696855545043945,-0.32926833629608154
0.4650000035762787,-9.684514999389648,-0.34197160601615906
0.4699999988079071,-9.689057350158691,-0.34197160601615906
0.4749999940395355,-9.712728500366211,-0.34620600938796997
0.47999998927116394,-9.691312789916992,-0.3504404127597809
0.48500001430511475,-9.69057559967041,-0.34620600938796997
0.49000000953674316,-9.694701194763184,-0.3546748459339142
0.4950000047683716,-9.679027557373047,-0.35044044256210327
0.5,-9.688133239746094,-0.3546748459339142
0.5049999952316284,-9.694504737854004,-0.3504404127597809
0.5099999904632568,-9.680292129516602,-0.3546748459339142
0.5149999856948853,-9.689859390258789,-0.3546748459339142
0.5199999809265137,-9.682548522949219,-0.3589092493057251
0.5249999761581421,-9.685922622680664,-0.363143652677536
0.5299999713897705,-9.679605484008789,-0.363143652677536
0.5350000262260437,-9.67242431640625,-0.3589092493057251
0.5400000214576721,-9.678726196289062,-0.3673780560493469
0.5450000166893005,-9.692875862121582,-0.37161245942115784
0.550000011920929,-9.68663501739502,-0.3546748459339142
0.5550000071525574,-9.706734657287598,-0.3589092493057251
0.5600000023841858,-9.682180404663086,-0.3589092493057251
0.5649999976158142,-9.719674110412598,-0.3546748459339142
0.5699999928474426,-9.707764625549316,-0.3546748459339142
0.574999988079071,-9.686639785766602,-0.3504404127597809
0.5799999833106995,-9.703883171081543,-0.3504404127597809
0.5849999785423279,-9.718812942504883,-0.3546748459339142
0.5899999737739563,-9.712488174438477,-0.3504404127597809
0.5950000286102295,-9.724027633666992,-0.33773717284202576
0.6000000238418579,-9.725166320800781,-0.34197160601615906
0.6050000190734863,-9.70173454284668,-0.33773717284202576
0.6100000143051147,-9.700440406799316,-0.34197160601615906
0.6150000095367432,-9.695352554321289,-0.33773717284202576
0.6200000047683716,-9.713272094726562,-0.34197160601615906
0.625,-9.697012901306152,-0.34197160601615906
0.6299999952316284,-9.709444046020508,-0.34197160601615906
0.6349999904632568,-9.708541870117188,-0.34620600938796997
0.6399999856948853,-9.682659149169922,-0.34197160601615906
0.6449999809265137,-9.671147346496582,-0.34620600938796997
0.6499999761581421,-9.663296699523926,-0.3504404127597809
0.6549999713897705,-9.677956581115723,-0.35044044256210327
0.6600000262260437,-9.661675453186035,-0.3546748459339142
0.6650000214576721,-9.679494857788086,-0.3546748459339142
0.6700000166893005,-9.701096534729004,-0.3546748459339142
0.675000011920929,-9.710603713989258,-0.3546748459339142
0.6800000071525574,-9.677252769470215,-0.3589092493057251
0.6850000023841858,-9.700945854187012,-0.363143652677536
0.6899999976158142,-9.690777778625488,-0.363143652677536
0.6949999928474426,-9.702447891235352,-0.3546748459339142
0.699999988079071,-9.700421333312988,-0.363143652677536
0.7049999833106995,-9.70088005065918,-0.363143652677536
0.7099999785423279,-9.688788414001465,-0.3589092493057251
0.7149999737739563,-9.694933891296387,-0.3546748459339142
0.7200000286102295,-9.668574333190918,-0.3589092493057251
0.7250000238418579,-9.672418594360352,-0.3589092493057251
0.7300000190734863,-9.680974006652832,-0.3589092493057251
0.7350000143051147,-9.705090522766113,-0.3546748459339142
0.7400000095367432,-9.693137168884277,-0.3546748459339142
0.7450000047683716,-9.712532997131348,-0.3546748459339142
0.75,-9.713889122009277,-0.34620600938796997
0.7549999952316284,-9.700599670410156,-0.3504404127597809
0.7599999904632568,-9.719454765319824,-0.34197160601615906
0.7649999856948853,-9.703105926513672,-0.34197160601615906
0.7699999809265137,-9.697775840759277,-0.3504404127597809
0.7749999761581421,-9.688753128051758,-0.34620600938796997
0.7799999713897705,-9.684666633605957,-0.34197160601615906
0.7850000262260437,-9.68390941619873,-0.34620600938796997
0.7900000214576721,-9.698802947998047,-0.34620600938796997
0.7950000166893005,-9.702707290649414,-0.34620600938796997
0.800000011920929,-9.700376510620117,-0.34620600938796997
0.8050000071525574,-9.701709747314453,-0.34197160601615906
0.8100000023841858,-9.68018627166748,-0.3546748459339142
0.8149999976158142,-9.688644409179688,-0.34197160601615906
0.8199999928474426,-9.680511474609375,-0.3546748459339142
0.824999988079071,-9.701957702636719,-0.3546748459339142
0.8299999833106995,-9.67452621459961,-0.3546748459339142
0.8349999785423279,-9.689231872558594,-0.34620600938796997
0.8399999737739563,-9.687434196472168,-0.34620600938796997
0.8450000286102295,-9.700550079345703,-0.3546748459339142
0.8500000238418579,-9.685067176818848,-0.3546748459339142
0.8550000190734863,-9.671504020690918,-0.3546748459339142
0.8600000143051147,-9.685259819030762,-0.3589092493057251
0.8650000095367432,-9.707497596740723,-0.3589092493057251
0.8700000047683716,-9.684172630310059,-0.3589092493057251
0.875,-9.700981140136719,-0.363143652677536
0.8799999952316284,-9.700055122375488,-0.363143652677536
0.8849999904632568,-9.696220397949219,-0.3546748459339142
0.8899999856948853,-9.664812088012695,-0.3589092493057251
0.8949999809265137,-9.702363014221191,-0.3546748459339142
0.8999999761581421,-9.716400146484375,-0.3589092493057251
0.9049999713897705,-9.667948722839355,-0.3546748459339142
0.9100000262260437,-9.695223808288574,-0.35044044256210327
0.9150000214576721,-9.692771911621094,-0.35044044256210327
0.9200000166893005,-9.701581954956055,-0.3504404127597809
0.925000011920929,-9.729326248168945,-0.34620600938796997
0.9300000071525574,-9.683987617492676,-0.3504404127597809
0.9350000023841858,-9.704841613769531,-0.34620600938796997
0.9399999976158142,-9.698785781860352,-0.34197160601615906
0.9449999928474426,-9.674949645996094,-0.33773717284202576
0.949999988079071,-9.692360877990723,-0.34620600938796997
0.9549999833106995,-9.681198120117188,-0.34620600938796997
0.9599999785423279,-9.675369262695312,-0.3504404127597809
0.9649999737739563,-9.679651260375977,-0.34197160601615906
0.9700000286102295,-9.706616401672363,-0.35044044256210327
0.9750000238418579,-9.714776992797852,-0.3546748459339142
0.9800000190734863,-9.684624671936035,-0.3504404127597809
0.9850000143051147,-9.722698211669922,-0.3546748459339142
0.9900000095367432,-9.68315315246582,-0.3546748459339142
0.9950000047683716,-9.723634719848633,-0.3546748459339142
1,-9.68004035949707,-0.3546748459339142
1.0049999952316284,-9.672664642333984,-0.3546748459339142
1.0099999904632568,-9.69253158569336,-0.3589092493057251
1.0149999856948853,-9.705355644226074,-0.363143652677536
1.0199999809265137,-9.649608612060547,-0.3589092493057251
1.024999976158142,-9.681269645690918,-0.3589092493057251
1.0299999713897705,-9.666960716247559,-0.363143652677536
1.034999966621399,-9.709098815917969,-0.3546748459339142
1.0399999618530273,-9.662087440490723,-0.363143652677536
1.0449999570846558,-9.686460494995117,-0.3673780560493469
1.0499999523162842,-9.702970504760742,-0.363143652677536
1.0549999475479126,-9.674935340881348,-0.3589092493057251
1.059999942779541,-9.679558753967285,-0.363143652677536
1.065000057220459,-9.715672492980957,-0.3716124892234802
1.0700000524520874,-9.693236351013184,-0.4139566421508789
1.0750000476837158,-9.68631362915039,-0.4139566719532013
1.0800000429153442,-9.638382911682129,-0.43936315178871155
1.0850000381469727,-9.661466598510742,-0.44359758496284485
1.090000033378601,-9.65221118927002,-0.4732384979724884
1.0950000286102295,-9.660226821899414,-0.4732384979724884
1.100000023841858,-9.669670104980469,-0.49017617106437683
1.1050000190734863,-9.648040771484375,-0.5071138739585876
1.1100000143051147,-9.648451805114746,-0.511348307132721
1.1150000095367432,-9.63276481628418,-0.5198171138763428
1.1200000047683716,-9.6271333694458,-0.5282859206199646
1.125,-9.648645401000977,-0.5367547869682312
1.1299999952316284,-9.635258674621582,-0.5579268336296082
1.1349999904632568,-9.64245891571045,-0.5621612668037415
1.1399999856948853,-9.629300117492676,-0.5748644471168518
1.1449999809265137,-9.62843132019043,-0.591802179813385
1.149999976158142,-9.625231742858887,-0.6087398529052734
1.1549999713897705,-9.639245986938477,-0.6256775259971619
