Time (s),Bx (µT),By (µT),Bz (µT)
0.009999999776482582,-78.5361328125,7.6051106452941895,-84.54149627685547
0.019999999552965164,-78.5361328125,6.8731255531311035,-81.91615295410156
0.029999999329447746,-78.5361328125,6.9985432624816895,-82.36597442626953
0.03999999910593033,-78.5361328125,7.277503490447998,-83.36650085449219
0.05000000074505806,-78.57022094726562,6.092493057250977,-80.72284698486328
0.05999999865889549,-78.8240966796875,3.2899692058563232,-82.6374282836914
0.07000000029802322,-78.3789291381836,4.131410598754883,-81.2571792602539
0.07999999821186066,-77.6930923461914,4.316307067871094,-82.26763153076172
0.09000000357627869,-78.28575897216797,4.535788536071777,-81.63612365722656
0.10000000149011612,-79.43061065673828,4.79745626449585,-80.1668930053711
0.10999999940395355,-78.28018951416016,3.9848992824554443,-84.30022430419922
0.11999999731779099,-79.29571533203125,5.386160850524902,-85.25751495361328
0.12999999523162842,-79.03832244873047,4.640683650970459,-85.6148452758789
0.14000000059604645,-78.21614074707031,5.2082953453063965,-85.26140594482422
0.15000000596046448,-77.50737762451172,6.278719902038574,-85.12178802490234
0.1599999964237213,-77.49002838134766,6.338198184967041,-85.2154541015625
0.17000000178813934,-78.50556182861328,5.637567043304443,-82.58290100097656
0.18000000715255737,-77.79741668701172,5.616474151611328,-82.96788787841797
0.1899999976158142,-78.75737762451172,6.1443705558776855,-83.80716705322266
0.20000000298023224,-79.73531341552734,6.343328952789307,-85.40706634521484
0.20999999344348907,-79.42916107177734,6.334397792816162,-85.94977569580078
0.2199999988079071,-77.66252136230469,6.679867267608643,-83.62625885009766
0.23000000417232513,-78.1702880859375,5.979236602783203,-86.01948547363281
0.23999999463558197,-78.67804718017578,5.2786054611206055,-84.80107116699219
0.25,-79.52666473388672,5.518610000610352,-82.80450439453125
0.25999999046325684,-80.08029174804688,5.688114643096924,-82.71882629394531
0.27000001072883606,-80.20134735107422,5.499417304992676,-84.82677459716797
0.2800000011920929,-80.70911407470703,6.184656143188477,-86.04441833496094
0.28999999165534973,-81.21688079833984,6.184656143188477,-88.19832611083984
0.30000001192092896,-80.90660095214844,5.620274543762207,-85.33988189697266
0.3100000023841858,-79.80059051513672,5.469963073730469,-83.10419464111328
0.3199999928474426,-79.03418731689453,5.877572059631348,-82.50364685058594
0.33000001311302185,-79.3039779663086,6.322805881500244,-83.0270767211914
0.3400000035762787,-78.2884521484375,5.388631343841553,-86.37760162353516
0.3499999940395355,-78.22730255126953,5.771346569061279,-83.65547180175781
0.36000001430511475,-79.14553833007812,5.393762111663818,-84.0065689086914
0.3700000047683716,-79.51406860351562,5.758614540100098,-84.71129608154297
0.3799999952316284,-79.15379333496094,6.820677280426025,-85.23667907714844
0.38999998569488525,-79.15379333496094,6.933173656463623,-87.15145111083984
0.4000000059604645,-79.15379333496094,5.531911849975586,-83.08296966552734
0.4099999964237213,-79.15379333496094,5.132094383239746,-83.73511505126953
0.41999998688697815,-78.99101257324219,5.647258758544922,-81.94866943359375
0.4300000071525574,-78.6292953491211,6.779821872711182,-80.49345397949219
0.4399999976158142,-78.06864929199219,7.451378345489502,-81.53058624267578
0.44999998807907104,-77.30699920654297,5.349485397338867,-81.05193328857422
0.46000000834465027,-78.55989074707031,5.1007399559021,-84.13391876220703
0.4699999988079071,-78.84496307373047,5.04829216003418,-84.27587890625
0.47999998927116394,-78.84496307373047,5.309390068054199,-82.48767852783203
0.49000000953674316,-78.58405303955078,6.016481876373291,-81.3307876586914
0.5,-78.2066421508789,6.978020191192627,-82.7042236328125
0.5099999904632568,-80.49159240722656,6.5109333992004395,-81.98625183105469
0.5199999809265137,-80.46701049804688,6.256296634674072,-83.44535827636719
0.5299999713897705,-80.03711700439453,5.698945999145508,-87.2774429321289
0.5400000214576721,-80.3767318725586,6.111875534057617,-87.0429916381836
0.550000011920929,-80.72068786621094,7.260210990905762,-83.29327392578125
0.5600000023841858,-78.54728698730469,6.975359916687012,-85.02909851074219
0.5699999928474426,-78.8011703491211,5.574098110198975,-82.87519073486328
0.5799999833106995,-78.2146987915039,5.332383155822754,-85.27620697021484
0.5899999737739563,-77.7633285522461,5.189672470092773,-85.99436950683594
0.6000000238418579,-77.81001281738281,5.14045524597168,-85.88707733154297
0.6100000143051147,-78.22730255126953,5.249151229858398,-86.78517150878906
0.6200000047683716,-78.22730255126953,4.782064437866211,-86.3065185546875
0.6299999952316284,-77.98312377929688,4.988813877105713,-84.44685363769531
0.6399999856948853,-78.29691314697266,4.874227523803711,-84.31600189208984
0.6499999761581421,-78.267578125,5.381790637969971,-87.07298278808594
0.6600000262260437,-78.07711791992188,6.257626533508301,-88.8683853149414
0.6700000166893005,-78.5361328125,6.513593673706055,-84.47256469726562
0.6800000071525574,-78.5361328125,6.980680465698242,-83.75459289550781
0.6899999976158142,-78.5361328125,6.215250492095947,-81.9841079711914
0.699999988079071,-78.5361328125,6.520054340362549,-83.71973419189453
0.7099999785423279,-78.8763656616211,7.141253471374512,-85.8128890991211
0.7200000286102295,-79.5210952758789,7.267241954803467,-85.06025695800781
0.7300000190734863,-79.75390625,7.0240068435668945,-81.08445739746094
0.7400000095367432,-78.48448944091797,6.089832305908203,-83.71701049804688
0.75,-79.0370864868164,6.273018836975098,-82.34202575683594
0.7599999904632568,-77.9876708984375,6.740106105804443,-82.86857604980469
0.7699999809265137,-76.8370361328125,6.44100284576416,-84.10530090332031
0.7799999713897705,-77.91846466064453,5.152047157287598,-83.19221496582031
0.7900000214576721,-77.91846466064453,5.852678298950195,-83.9101791381836
0.800000011920929,-78.86458587646484,5.247820854187012,-81.95256042480469
0.8100000023841858,-78.24588775634766,6.217530727386475,-79.9698257446289
0.8199999928474426,-77.98953247070312,6.454494953155518,-80.80073547363281
0.8299999833106995,-78.5361328125,5.880232334136963,-82.90400695800781
0.8399999737739563,-78.50267028808594,6.7836222648620605,-81.44957733154297
