Time (s),A2 (V)
0.0012499999720603228,1.6681326627731323
0.0024999999441206455,1.668871521949768
0.0037499999161809683,1.671797513961792
0.004999999888241291,1.6725274324417114
0.0062500000931322575,1.6725053787231445
0.007499999832361937,1.668906807899475
0.008750000037252903,1.6747068166732788
0.009999999776482582,1.6725274324417114
0.011250000447034836,1.672495722770691
0.012500000186264515,1.6696058511734009
0.013749999925494194,1.6703102588653564
0.014999999664723873,1.668885588645935
0.016249999403953552,1.6702953577041626
0.017500000074505806,1.6681565046310425
0.01875000074505806,1.669583797454834
0.019999999552965164,1.6688504219055176
0.021250000223517418,1.6681468486785889
0.02250000089406967,1.6689279079437256
0.023749999701976776,1.671811580657959
0.02500000037252903,1.6725274324417114
0.026249999180436134,1.67243492603302
0.027499999850988388,1.6690195798873901
0.028750000521540642,1.6746644973754883
0.029999999329447746,1.6725274324417114
0.03125,1.6724393367767334
0.032499998807907104,1.6696199178695679
0.03375000134110451,1.6702821254730225
0.03500000014901161,1.6689138412475586
0.036249998956918716,1.670253038406372
0.03750000149011612,1.668184757232666
0.038750000298023224,1.669569730758667
0.03999999910593033,1.6689772605895996
0.04125000163912773,1.6716785430908203
0.042500000447034836,1.6689244508743286
0.04374999925494194,1.6704530715942383
0.04500000178813934,1.6731332540512085
0.04625000059604645,1.6703296899795532
0.04749999940395355,1.670363187789917
0.04874999821186066,1.6710622310638428
0.05000000074505806,1.6712031364440918
0.051249999552965164,1.6738481521606445
0.05249999836087227,1.6709142923355103
0.05375000089406967,1.6681318283081055
0.054999999701976776,1.6680930852890015
0.05624999850988388,1.667399287223816
0.057500001043081284,1.6674398183822632
0.05874999985098839,1.6682974100112915
0.05999999865889549,1.6709777116775513
0.061250001192092896,1.669467568397522
0.0625,1.6674433946609497
0.0637499988079071,1.668311595916748
0.06499999761581421,1.6712912321090698
0.06624999642372131,1.6743052005767822
0.06750000268220901,1.6680842638015747
0.06875000149011612,1.667738437652588
0.07000000029802322,1.6723301410675049
0.07124999910593033,1.669647216796875
0.07249999791383743,1.6702274084091187
0.07374999672174454,1.6690723896026611
0.07500000298023224,1.6715834140777588
