Model,DPO2002B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,7e+07,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-7.38000e-06,-2.47839191556e00,328.64322141e-03
-7.37000e-06,-2.40301503194e00,368.84422600e-03
-7.36000e-06,-2.39798990637e00,366.33166322e-03
-7.35000e-06,-2.39798990637e00,368.84422600e-03
-7.34000e-06,-2.39798990637e00,368.84422600e-03
-7.33000e-06,-2.39798990637e00,368.84422600e-03
-7.32000e-06,-2.39798990637e00,366.33166322e-03
-7.31000e-06,-2.39798990637e00,366.33166322e-03
-7.30000e-06,-2.47839191556e00,328.64322141e-03
-7.29000e-06,-2.39798990637e00,368.84422600e-03
-7.28000e-06,-2.39798990637e00,368.84422600e-03
-7.27000e-06,-2.39798990637e00,368.84422600e-03
-7.26000e-06,-2.39798990637e00,328.64322141e-03
-7.25000e-06,-2.39798990637e00,368.84422600e-03
-7.24000e-06,-2.39798990637e00,368.84422600e-03
-7.23000e-06,-2.39798990637e00,368.84422600e-03
-7.22000e-06,-2.39798990637e00,328.64322141e-03
-7.21000e-06,-2.39798990637e00,368.84422600e-03
-7.20000e-06,-2.31758789718e00,366.33166322e-03
-7.19000e-06,-2.32261302276e00,328.64322141e-03
-7.18000e-06,-2.39798990637e00,328.64322141e-03
-7.17000e-06,-2.32261302276e00,368.84422600e-03
-7.16000e-06,-2.39798990637e00,328.64322141e-03
-7.15000e-06,-2.39798990637e00,368.84422600e-03
-7.14000e-06,-2.39798990637e00,328.64322141e-03
-7.13000e-06,-2.39798990637e00,366.33166322e-03
-7.12000e-06,-2.39798990637e00,328.64322141e-03
-7.11000e-06,-2.31758789718e00,328.64322141e-03
-7.10000e-06,-2.39798990637e00,328.64322141e-03
-7.09000e-06,-2.32261302276e00,366.33166322e-03
-7.08000e-06,-2.31758789718e00,366.33166322e-03
-7.07000e-06,-2.39798990637e00,366.33166322e-03
-7.06000e-06,-2.39798990637e00,328.64322141e-03
-7.05000e-06,-2.31758789718e00,368.84422600e-03
-7.04000e-06,-2.39798990637e00,328.64322141e-03
-7.03000e-06,-2.31758789718e00,368.84422600e-03
-7.02000e-06,-2.39798990637e00,328.64322141e-03
-7.01000e-06,-2.31758789718e00,368.84422600e-03
-7.00000e-06,-2.31758789718e00,366.33166322e-03
-6.99000e-06,-2.31758789718e00,368.84422600e-03
-6.98000e-06,-2.31758789718e00,368.84422600e-03
-6.97000e-06,-2.31758789718e00,366.33166322e-03
-6.96000e-06,-2.24221101357e00,328.64322141e-03
-6.95000e-06,-2.31758789718e00,368.84422600e-03
-6.94000e-06,-2.31758789718e00,328.64322141e-03
-6.93000e-06,-2.31758789718e00,368.84422600e-03
-6.92000e-06,-2.31758789718e00,368.84422600e-03
-6.91000e-06,-2.31758789718e00,368.84422600e-03
-6.90000e-06,-2.31758789718e00,368.84422600e-03
-6.89000e-06,-2.24221101357e00,368.84422600e-03
-6.88000e-06,-2.31758789718e00,328.64322141e-03
-6.87000e-06,-2.23718588799e00,328.64322141e-03
-6.86000e-06,-2.23718588799e00,366.33166322e-03
-6.85000e-06,-2.23718588799e00,366.33166322e-03
-6.84000e-06,-2.23718588799e00,366.33166322e-03
-6.83000e-06,-2.24221101357e00,328.64322141e-03
-6.82000e-06,-2.23718588799e00,328.64322141e-03
-6.81000e-06,-2.23718588799e00,366.33166322e-03
-6.80000e-06,-2.24221101357e00,366.33166322e-03
-6.79000e-06,-2.23718588799e00,328.64322141e-03
-6.78000e-06,-2.23718588799e00,328.64322141e-03
-6.77000e-06,-2.23718588799e00,368.84422600e-03
-6.76000e-06,-2.23718588799e00,368.84422600e-03
-6.75000e-06,-2.23718588799e00,328.64322141e-03
-6.74000e-06,-2.15678387880e00,328.64322141e-03
-6.73000e-06,-2.23718588799e00,366.33166322e-03
-6.72000e-06,-2.23718588799e00,366.33166322e-03
-6.71000e-06,-2.23718588799e00,328.64322141e-03
-6.70000e-06,-2.23718588799e00,328.64322141e-03
-6.69000e-06,-2.15678387880e00,368.84422600e-03
-6.68000e-06,-2.16180900438e00,368.84422600e-03
-6.67000e-06,-2.15678387880e00,328.64322141e-03
-6.66000e-06,-2.23718588799e00,328.64322141e-03
-6.65000e-06,-2.15678387880e00,368.84422600e-03
-6.64000e-06,-2.16180900438e00,328.64322141e-03
-6.63000e-06,-2.15678387880e00,328.64322141e-03
-6.62000e-06,-2.15678387880e00,328.64322141e-03
-6.61000e-06,-2.15678387880e00,368.84422600e-03
-6.60000e-06,-2.15678387880e00,366.33166322e-03
-6.59000e-06,-2.15678387880e00,368.84422600e-03
-6.58000e-06,-2.15678387880e00,328.64322141e-03
-6.57000e-06,-2.15678387880e00,366.33166322e-03
-6.56000e-06,-2.08140699519e00,328.64322141e-03
-6.55000e-06,-2.15678387880e00,368.84422600e-03
-6.54000e-06,-2.15678387880e00,328.64322141e-03
-6.53000e-06,-2.15678387880e00,368.84422600e-03
-6.52000e-06,-2.15678387880e00,328.64322141e-03
-6.51000e-06,-2.07638186961e00,328.64322141e-03
-6.50000e-06,-2.15678387880e00,328.64322141e-03
-6.49000e-06,-2.08140699519e00,368.84422600e-03
-6.48000e-06,-2.07638186961e00,366.33166322e-03
-6.47000e-06,-2.07638186961e00,368.84422600e-03
-6.46000e-06,-2.07638186961e00,368.84422600e-03
-6.45000e-06,-2.07638186961e00,368.84422600e-03
-6.44000e-06,-2.07638186961e00,366.33166322e-03
-6.43000e-06,-2.00100498600e00,328.64322141e-03
-6.42000e-06,-2.07638186961e00,328.64322141e-03
-6.41000e-06,-2.07638186961e00,368.84422600e-03
-6.40000e-06,-2.00100498600e00,328.64322141e-03
-6.39000e-06,-1.99597986043e00,328.64322141e-03
-6.38000e-06,-2.07638186961e00,328.64322141e-03
-6.37000e-06,-2.00100498600e00,366.33166322e-03
-6.36000e-06,-1.99597986043e00,328.64322141e-03
-6.35000e-06,-1.99597986043e00,368.84422600e-03
-6.34000e-06,-1.99597986043e00,328.64322141e-03
-6.33000e-06,-1.99597986043e00,366.33166322e-03
-6.32000e-06,-1.99597986043e00,328.64322141e-03
-6.31000e-06,-1.99597986043e00,368.84422600e-03
-6.30000e-06,-1.99597986043e00,328.64322141e-03
-6.29000e-06,-1.99597986043e00,368.84422600e-03
-6.28000e-06,-1.99597986043e00,328.64322141e-03
-6.27000e-06,-1.91557785124e00,368.84422600e-03
-6.26000e-06,-1.91557785124e00,368.84422600e-03
-6.25000e-06,-1.99597986043e00,368.84422600e-03
-6.24000e-06,-1.99597986043e00,328.64322141e-03
-6.23000e-06,-1.91557785124e00,328.64322141e-03
-6.22000e-06,-1.91557785124e00,328.64322141e-03
-6.21000e-06,-1.92060297681e00,366.33166322e-03
-6.20000e-06,-1.99597986043e00,368.84422600e-03
-6.19000e-06,-1.91557785124e00,368.84422600e-03
-6.18000e-06,-1.84020096762e00,328.64322141e-03
-6.17000e-06,-1.91557785124e00,368.84422600e-03
-6.16000e-06,-1.91557785124e00,368.84422600e-03
-6.15000e-06,-1.91557785124e00,328.64322141e-03
-6.14000e-06,-1.91557785124e00,328.64322141e-03
-6.13000e-06,-1.91557785124e00,368.84422600e-03
-6.12000e-06,-1.91557785124e00,366.33166322e-03
-6.11000e-06,-1.91557785124e00,368.84422600e-03
-6.10000e-06,-1.84020096762e00,368.84422600e-03
-6.09000e-06,-1.83517584205e00,368.84422600e-03
-6.08000e-06,-1.83517584205e00,328.64322141e-03
-6.07000e-06,-1.83517584205e00,366.33166322e-03
-6.06000e-06,-1.83517584205e00,328.64322141e-03
-6.05000e-06,-1.83517584205e00,366.33166322e-03
-6.04000e-06,-1.75979895843e00,366.33166322e-03
-6.03000e-06,-1.83517584205e00,366.33166322e-03
-6.02000e-06,-1.75477383286e00,368.84422600e-03
-6.01000e-06,-1.83517584205e00,366.33166322e-03
-6.00000e-06,-1.75477383286e00,328.64322141e-03
-5.99000e-06,-1.83517584205e00,368.84422600e-03
-5.98000e-06,-1.75477383286e00,328.64322141e-03
-5.97000e-06,-1.83517584205e00,368.84422600e-03
-5.96000e-06,-1.75477383286e00,368.84422600e-03
-5.95000e-06,-1.75477383286e00,328.64322141e-03
-5.94000e-06,-1.75477383286e00,328.64322141e-03
-5.93000e-06,-1.75477383286e00,366.33166322e-03
-5.92000e-06,-1.67437182367e00,368.84422600e-03
-5.91000e-06,-1.75477383286e00,368.84422600e-03
-5.90000e-06,-1.75477383286e00,328.64322141e-03
-5.89000e-06,-1.75477383286e00,368.84422600e-03
-5.88000e-06,-1.75477383286e00,328.64322141e-03
-5.87000e-06,-1.67437182367e00,368.84422600e-03
-5.86000e-06,-1.67437182367e00,368.84422600e-03
-5.85000e-06,-1.75477383286e00,368.84422600e-03
-5.84000e-06,-1.59899494005e00,368.84422600e-03
-5.83000e-06,-1.67437182367e00,328.64322141e-03
-5.82000e-06,-1.67437182367e00,328.64322141e-03
-5.81000e-06,-1.59899494005e00,366.33166322e-03
-5.80000e-06,-1.59396981448e00,328.64322141e-03
-5.79000e-06,-1.67437182367e00,366.33166322e-03
-5.78000e-06,-1.59396981448e00,328.64322141e-03
-5.77000e-06,-1.59396981448e00,328.64322141e-03
-5.76000e-06,-1.59396981448e00,366.33166322e-03
-5.75000e-06,-1.59396981448e00,328.64322141e-03
-5.74000e-06,-1.51859293086e00,328.64322141e-03
-5.73000e-06,-1.59396981448e00,328.64322141e-03
-5.72000e-06,-1.59396981448e00,328.64322141e-03
-5.71000e-06,-1.59396981448e00,366.33166322e-03
-5.70000e-06,-1.59396981448e00,328.64322141e-03
-5.69000e-06,-1.51356780529e00,366.33166322e-03
-5.68000e-06,-1.59396981448e00,328.64322141e-03
-5.67000e-06,-1.51356780529e00,368.84422600e-03
-5.66000e-06,-1.51356780529e00,328.64322141e-03
-5.65000e-06,-1.51356780529e00,366.33166322e-03
-5.64000e-06,-1.51356780529e00,328.64322141e-03
-5.63000e-06,-1.43316579610e00,328.64322141e-03
-5.62000e-06,-1.51356780529e00,328.64322141e-03
-5.61000e-06,-1.51356780529e00,368.84422600e-03
-5.60000e-06,-1.43316579610e00,328.64322141e-03
-5.59000e-06,-1.43316579610e00,366.33166322e-03
-5.58000e-06,-1.43316579610e00,368.84422600e-03
-5.57000e-06,-1.43316579610e00,368.84422600e-03
-5.56000e-06,-1.43316579610e00,368.84422600e-03
-5.55000e-06,-1.43316579610e00,368.84422600e-03
-5.54000e-06,-1.43316579610e00,328.64322141e-03
-5.53000e-06,-1.43316579610e00,328.64322141e-03
-5.52000e-06,-1.35778891249e00,328.64322141e-03
-5.51000e-06,-1.35276378691e00,328.64322141e-03
-5.50000e-06,-1.35276378691e00,328.64322141e-03
-5.49000e-06,-1.35276378691e00,368.84422600e-03
-5.48000e-06,-1.35276378691e00,366.33166322e-03
-5.47000e-06,-1.35276378691e00,328.64322141e-03
-5.46000e-06,-1.35276378691e00,328.64322141e-03
-5.45000e-06,-1.35276378691e00,368.84422600e-03
-5.44000e-06,-1.35276378691e00,328.64322141e-03
-5.43000e-06,-1.35276378691e00,368.84422600e-03
-5.42000e-06,-1.35276378691e00,328.64322141e-03
-5.41000e-06,-1.27738690330e00,366.33166322e-03
-5.40000e-06,-1.27236177772e00,366.33166322e-03
-5.39000e-06,-1.27236177772e00,366.33166322e-03
-5.38000e-06,-1.27236177772e00,328.64322141e-03
-5.37000e-06,-1.27236177772e00,368.84422600e-03
-5.36000e-06,-1.19698489411e00,366.33166322e-03
-5.35000e-06,-1.19195976853e00,368.84422600e-03
-5.34000e-06,-1.27236177772e00,328.64322141e-03
-5.33000e-06,-1.27236177772e00,366.33166322e-03
-5.32000e-06,-1.19195976853e00,366.33166322e-03
-5.31000e-06,-1.19195976853e00,368.84422600e-03
-5.30000e-06,-1.19195976853e00,328.64322141e-03
-5.29000e-06,-1.19195976853e00,368.84422600e-03
-5.28000e-06,-1.19195976853e00,368.84422600e-03
-5.27000e-06,-1.11658288492e00,366.33166322e-03
-5.26000e-06,-1.19195976853e00,328.64322141e-03
-5.25000e-06,-1.11155775934e00,368.84422600e-03
-5.24000e-06,-1.11658288492e00,328.64322141e-03
-5.23000e-06,-1.19195976853e00,366.33166322e-03
-5.22000e-06,-1.11155775934e00,328.64322141e-03
-5.21000e-06,-1.11155775934e00,368.84422600e-03
