Time (s),Fᵧ (N)
0.00041666667675599456,-0.38357484340667725
0.0008333333535119891,-0.38357484340667725
0.0012499999720603228,-0.38357484340667725
0.0016666667070239782,-0.3787152171134949
0.0020833334419876337,-0.38814741373062134
0.0024999999441206455,-0.3838618993759155
0.002916666679084301,-0.38803258538246155
0.0033333334140479565,-0.3888363838195801
0.0037499999161809683,-0.38357484340667725
0.004166666883975267,-0.3884344696998596
0.004583333153277636,-0.3884344696998596
0.004999999888241291,-0.38357484340667725
0.0054166666232049465,-0.3787152171134949
0.005833333358168602,-0.3876307010650635
0.0062500000931322575,-0.3932366967201233
0.006666666828095913,-0.3844360411167145
0.007083333563059568,-0.3874584436416626
0.007499999832361937,-0.38455086946487427
0.007916666567325592,-0.3787152171134949
0.008333333767950535,-0.38357484340667725
0.008750000037252903,-0.3884344696998596
0.009166666306555271,-0.3884344696998596
0.009583333507180214,-0.38357484340667725
0.009999999776482582,-0.38357484340667725
0.010416666977107525,-0.38699913024902344
0.010833333246409893,-0.3850101828575134
0.011250000447034836,-0.38357484340667725
0.011666666716337204,-0.3916865289211273
0.012083332985639572,-0.3932366967201233
0.012500000186264515,-0.3883770704269409
0.012916666455566883,-0.38837704062461853
0.013333333656191826,-0.3853546679019928
0.013749999925494194,-0.38357484340667725
0.014166667126119137,-0.39134204387664795
0.014583333395421505,-0.3855268955230713
0.014999999664723873,-0.38357484340667725
0.015416666865348816,-0.38357484340667725
0.015833333134651184,-0.38357484340667725
0.016249999403953552,-0.38357484340667725
0.01666666753590107,-0.38357484340667725
0.017083333805203438,-0.38357484340667725
0.017500000074505806,-0.3884344696998596
0.017916666343808174,-0.3787152171134949
0.018333332613110542,-0.3859082758426666
0.01875000074505806,-0.38610103726387024
0.019166667014360428,-0.38357484340667725
0.019583333283662796,-0.3787152171134949
0.019999999552965164,-0.38357484340667725
0.020416665822267532,-0.38357484340667725
0.02083333395421505,-0.38357481360435486
0.021250000223517418,-0.38357484340667725
0.021666666492819786,-0.38357484340667725
