Time (s),Bx (µT),By (µT),Bz (µT)
0.009999999776482582,42.61391067504883,-0.45703092217445374,-51.11808776855469
0.019999999552965164,42.507049560546875,0.0672636553645134,-52.25272750854492
0.029999999329447746,42.67290115356445,0.07294787466526031,-53.39352035522461
0.03999999910593033,42.726558685302734,-0.11493058502674103,-53.31647491455078
0.05000000074505806,42.09364318847656,0.37092071771621704,-51.595577239990234
0.05999999865889549,41.955841064453125,0.37092071771621704,-52.766151428222656
0.07000000029802322,41.93891906738281,0.8454035520553589,-52.268104553222656
0.07999999821186066,42.29867172241211,0.768517017364502,-52.395973205566406
0.09000000357627869,42.61391067504883,0.42073243856430054,-52.480140686035156
0.10000000149011612,42.670005798339844,0.31542477011680603,-52.073551177978516
0.10999999940395355,42.945613861083984,0.8563232421875,-52.36619567871094
0.11999999731779099,43.22121810913086,0.867691695690155,-52.51559066772461
0.12999999523162842,43.288902282714844,0.867691695690155,-52.55152130126953
0.14000000059604645,43.4349365234375,0.867691695690155,-52.241397857666016
0.15000000596046448,43.500179290771484,0.6612647175788879,-51.432743072509766
0.1599999964237213,43.153533935546875,0.07249912619590759,-50.293087005615234
0.17000000178813934,43.56694412231445,0.47817301750183105,-51.171016693115234
0.18000000715255737,43.62639617919922,0.652289628982544,-52.29950714111328
0.1899999976158142,43.62639617919922,0.7021013498306274,-52.7307014465332
0.20000000298023224,43.682491302490234,0.7021013498306274,-53.08808898925781
0.20999999344348907,43.644229888916016,0.7021013498306274,-53.458587646484375
0.2199999988079071,42.817413330078125,0.7021013498306274,-51.5564079284668
0.23000000417232513,43.04667663574219,0.8316417932510376,-52.177303314208984
0.23999999463558197,43.32228469848633,0.9668663740158081,-52.26502990722656
0.25,43.317405700683594,0.7580460906028748,-51.96979522705078
0.25999999046325684,43.12015151977539,0.2171475887298584,-51.447635650634766
0.27000001072883606,43.11191940307617,-0.2429751455783844,-50.97823715209961
0.2800000011920929,42.974117279052734,0.5683725476264954,-54.63628387451172
0.28999999165534973,43.18158721923828,0.8150378465652466,-52.79512023925781
0.30000001192092896,42.78403091430664,0.7025501132011414,-52.102359771728516
0.3100000023841858,42.59561538696289,0.6409212350845337,-52.89045715332031
0.3199999928474426,43.26664733886719,0.7803341746330261,-53.50844192504883
0.33000001311302185,43.128841400146484,0.23943571746349335,-52.776832580566406
0.3400000035762787,42.86192321777344,0.33202868700027466,-52.18231964111328
0.3499999940395355,43.07716751098633,0.46725332736968994,-52.22246170043945
0.36000001430511475,42.88555145263672,0.668444812297821,-52.515106201171875
0.3700000047683716,42.34897232055664,0.9032928943634033,-52.923316955566406
0.3799999952316284,42.62991714477539,1.0332820415496826,-53.603939056396484
0.38999998569488525,43.0433235168457,1.0332820415496826,-53.01865005493164
0.4000000059604645,42.6713752746582,0.8130932450294495,-52.909881591796875
0.4099999964237213,42.60765838623047,0.861558735370636,-52.392250061035156
0.41999998688697815,42.68204879760742,0.983919084072113,-52.10187530517578
0.4300000071525574,42.503238677978516,0.8866889476776123,-52.56624984741211
0.4399999976158142,42.916648864746094,1.0219136476516724,-51.39567947387695
0.44999998807907104,43.07762145996094,0.2901449501514435,-52.63747024536133
0.46000000834465027,43.501243591308594,0.3202114999294281,-52.88673400878906
0.4699999988079071,43.66648864746094,0.5365110635757446,-52.7307014465332
0.47999998927116394,43.42426681518555,0.438233882188797,-52.695255279541016
0.49000000953674316,43.28646469116211,0.051706843078136444,-52.54634094238281
0.5,43.148658752441406,0.7278299331665039,-52.253700256347656
0.5099999904632568,42.792259216308594,0.867691695690155,-52.541324615478516
0.5199999809265137,42.61391067504883,0.5601454377174377,-52.64750671386719
0.5299999713897705,42.70872497558594,0.3448929488658905,-52.55152130126953
0.5400000214576721,42.9514045715332,0.7021013498306274,-52.55152130126953
0.550000011920929,42.9514045715332,0.7021013498306274,-52.55152130126953
0.5600000023841858,42.82808303833008,1.0651435852050781,-52.55152130126953
0.5699999928474426,43.24454116821289,0.9269272685050964,-51.570648193359375
0.5799999833106995,43.38066864013672,0.581536054611206,-51.28156661987305
0.5899999737739563,43.01237869262695,0.4606715738773346,-52.128421783447266
0.6000000238418579,43.287986755371094,0.8663454055786133,-51.835777282714844
0.6100000143051147,43.288902282714844,1.137243390083313,-51.39729690551758
0.6200000047683716,43.07609939575195,0.6768215298652649,-52.42705154418945
0.6299999952316284,42.80049133300781,0.6670985221862793,-52.207733154296875
0.6399999856948853,42.65842056274414,0.9459245204925537,-51.496192932128906
0.6499999761581421,42.79622268676758,0.7420404553413391,-52.56592559814453
0.6600000262260437,42.93402862548828,1.147714376449585,-52.712249755859375
0.6700000166893005,42.9514045715332,0.7261845469474792,-52.85857009887695
0.6800000071525574,43.5777702331543,0.36089855432510376,-52.52983474731445
0.6899999976158142,44.13264083862305,0.14788983762264252,-52.19316482543945
0.699999988079071,44.18782424926758,0.03974006325006485,-51.98808670043945
0.7099999785423279,44.46342849731445,0.03974006325006485,-50.96383285522461
0.7200000286102295,44.47013473510742,0.03974006325006485,-50.938907623291016
0.7300000190734863,44.056114196777344,0.6491484045982361,-51.158714294433594
0.7400000095367432,43.50490188598633,0.8196750283241272,-51.836585998535156
0.75,43.161766052246094,0.6590209603309631,-52.4631462097168
0.7599999904632568,43.35292434692383,1.0437530279159546,-52.09119415283203
0.7699999809265137,44.179744720458984,1.178977608680725,-50.77429962158203
0.7799999713897705,43.94879913330078,0.9682126641273499,-50.330963134765625
0.7900000214576721,43.44880676269531,0.7827275395393372,-51.96898651123047
0.800000011920929,43.39834976196289,0.6475028991699219,-52.91765213012695
0.8100000023841858,43.9391975402832,0.5607438087463379,-51.6075553894043
0.8199999928474426,43.8013916015625,0.6959683895111084,-52.33916473388672
0.8299999833106995,43.13737869262695,0.573009729385376,-52.09297180175781
0.8399999737739563,42.9514045715332,0.5365110635757446,-52.01398468017578
0.8500000238418579,43.160396575927734,0.74159175157547,-52.16192626953125
0.8600000143051147,43.57380676269531,1.0712765455245972,-52.29011917114258
0.8700000047683716,43.94057083129883,1.1759858131408691,-51.956199645996094
0.8799999952316284,43.52716064453125,0.7703120112419128,-50.93194580078125
0.8899999856948853,44.03081130981445,1.152052402496338,-50.881446838378906
0.8999999761581421,44.13401412963867,1.3644627332687378,-51.560935974121094
0.9100000262260437,44.17486572265625,1.5197317600250244,-52.08115768432617
0.9200000166893005,44.59528350830078,1.732890009880066,-51.95053482055664
0.9300000071525574,44.319679260253906,0.921542227268219,-52.68214416503906
0.9399999976158142,43.529449462890625,1.2464402914047241,-51.09138107299805
0.949999988079071,43.87517547607422,1.4603465795516968,-52.136837005615234
0.9599999785423279,44.1010856628418,1.3334985971450806,-53.0555534362793
0.9700000286102295,43.75931930541992,0.9981296062469482,-52.38836669921875
0.9800000190734863,43.63615036010742,0.867691695690155,-51.123268127441406
0.9900000095367432,43.91175842285156,0.867691695690155,-51.269588470458984
1,43.740421295166016,0.6484004259109497,-50.82269287109375
1.0099999904632568,43.464813232421875,0.3779512047767639,-50.49476623535156
1.0199999809265137,43.189208984375,0.4499014616012573,-51.14236831665039
1.0299999713897705,42.970306396484375,1.0147335529327393,-52.909881591796875
1.0399999618530273,43.10810852050781,0.879508912563324,-52.909881591796875
1.0499999523162842,43.497432708740234,0.867691695690155,-52.24220657348633
1.059999942779541,43.62639617919922,0.9607334136962891,-51.61127471923828
1.0700000524520874,43.81800842285156,0.6572259664535522,-51.6363639831543
1.0800000429153442,43.902156829833984,0.233601912856102,-52.12324142456055
1.090000033378601,42.95338439941406,1.0371712446212769,-51.830596923828125
1.100000023841858,43.091190338134766,1.3076205253601074,-51.53795623779297
1.1100000143051147,43.12015151977539,1.3644627332687378,-51.59201431274414
1.1200000047683716,42.730674743652344,1.2115870714187622,-51.32478332519531
1.1299999952316284,42.417266845703125,1.0332820415496826,-50.938907623291016
1.1399999856948853,42.81467056274414,1.0489884614944458,-50.972896575927734
1.149999976158142,43.090274810791016,1.1842130422592163,-51.26554489135742
1.159999966621399,42.99728775024414,0.9577417373657227,-51.42772674560547
1.1699999570846558,42.8594856262207,0.867691695690155,-52.647666931152344
1.1799999475479126,42.904605865478516,0.6881899833679199,-52.7849235534668
1.190000057220459,43.030059814453125,0.4003889262676239,-51.13783645629883
1.2000000476837158,42.61665344238281,0.5356135368347168,-50.406227111816406
1.2100000381469727,43.024574279785156,0.939492404460907,-51.56417465209961
1.2200000286102295,43.12015151977539,1.0332820415496826,-51.38483428955078
1.2300000190734863,42.82015609741211,0.5917078256607056,-51.675537109375
1.2400000095367432,42.48921585083008,0.25589004158973694,-52.138458251953125
1.25,42.61391067504883,0.867691695690155,-51.47644805908203
1.2599999904632568,42.61391067504883,0.867691695690155,-51.47644805908203
1.2699999809265137,42.973812103271484,0.867691695690155,-51.47644805908203
1.2799999713897705,42.853084564208984,0.6056191921234131,-51.003814697265625
1.2899999618530273,42.49775314331055,0.42791250348091125,-50.76555633544922
1.2999999523162842,42.43921661376953,0.5631371736526489,-51.08927536010742
1.309999942779541,43.26603698730469,0.6983617544174194,-50.942955017089844
1.3200000524520874,43.1549072265625,0.5706163644790649,-51.79256057739258
1.3300000429153442,43.12015151977539,0.43539175391197205,-51.79514694213867
1.340000033378601,42.83174133300781,0.37092071771621704,-51.272823333740234
1.350000023841858,42.5274772644043,0.4516964852809906,-50.803428649902344
1.3600000143051147,42.782657623291016,0.7121235132217407,-50.94975280761719
1.3700000047683716,42.782657623291016,0.847348153591156,-51.096073150634766
1.3799999952316284,42.782657623291016,0.867691695690155,-51.11808776855469
